ID_Transaksi,ID_Petugas,Nama_Pembeli,Tgl_Transaksi,Metode_Transaksi
TRX0000358,PTG00424,Cinta Budiman,2025-01-11,Kartu Debit
TRX0000359,PTG00920,Dr. Aris Maryadi,2025-09-18,Kartu Debit
TRX0000360,PTG00975,Yuni Wahyuni,2025-03-07,QRIS
TRX0000361,PTG00967,"R. Soleh Waskita, S.E.",2024-11-03,Tunai
TRX0000362,PTG00454,Oman Yolanda,2025-07-25,Transfer
TRX0000363,PTG00789,"Halima Haryanti, S.Gz",2025-03-23,Tunai
TRX0000364,PTG00735,Jessica Safitri,2025-01-15,Tunai
TRX0000365,PTG00087,Puti Jamalia Maheswara,2025-03-05,QRIS
TRX0000366,PTG00323,Keisha Hutagalung,2025-03-21,Kartu Debit
TRX0000367,PTG00791,"Laras Maryadi, M.Farm",2025-04-07,Transfer
TRX0000368,PTG00445,"Tgk. Kemba Widodo, S.Kom",2025-03-26,Tunai
TRX0000369,PTG00403,"Cut Diah Tarihoran, S.H.",2025-03-18,Tunai
TRX0000370,PTG00677,Oliva Laksita,2025-09-19,Transfer
TRX0000371,PTG00925,Rusman Halim,2025-01-01,Tunai
TRX0000372,PTG00647,Cemani Simbolon,2025-06-17,QRIS
TRX0000373,PTG00430,Karen Gunawan,2025-09-24,Kartu Debit
TRX0000374,PTG00908,Dt. Harsanto Susanti,2025-08-28,QRIS
TRX0000375,PTG00739,Luwar Farida,2025-02-01,QRIS
TRX0000376,PTG00932,"drg. Reza Putra, M.Pd",2025-05-25,QRIS
TRX0000377,PTG00009,Rendy Nasyiah,2025-05-01,QRIS
TRX0000378,PTG00922,Makara Suwarno,2025-10-10,Transfer
TRX0000379,PTG00718,Perkasa Hakim,2025-10-01,Kartu Debit
TRX0000380,PTG00457,"Adhiarja Fujiati, S.Sos",2024-11-08,Transfer
TRX0000381,PTG00909,T. Kamidin Suwarno,2025-02-22,Kartu Debit
TRX0000382,PTG00715,"Ir. Gina Dongoran, S.Ked",2025-01-21,QRIS
TRX0000383,PTG00909,Almira Prasetyo,2025-02-04,Kartu Debit
TRX0000384,PTG00795,"Tgk. Raihan Yulianti, S.Farm",2025-07-19,Transfer
TRX0000385,PTG00903,"Patricia Sudiati, M.Kom.",2024-10-20,QRIS
TRX0000386,PTG00087,Harjo Saefullah,2025-09-29,Tunai
TRX0000387,PTG00551,"Hj. Hesti Halimah, S.I.Kom",2025-05-27,QRIS
TRX0000388,PTG00400,"Dt. Edi Suryono, M.M.",2025-06-19,Transfer
TRX0000389,PTG00533,Cut Siska Sihotang,2025-09-28,QRIS
TRX0000390,PTG00219,Sutan Asmianto Saptono,2025-08-06,Tunai
TRX0000391,PTG00524,Budi Lestari,2025-04-20,QRIS
TRX0000392,PTG00534,Drs. Ajiono Manullang,2025-07-01,QRIS
TRX0000393,PTG00776,Lintang Saptono,2025-09-14,Transfer
TRX0000394,PTG00024,Dacin Ardianto,2025-03-12,Tunai
TRX0000395,PTG00912,"Dt. Galur Usamah, S.Gz",2025-07-13,QRIS
TRX0000396,PTG00248,"Puti Sarah Palastri, S.Psi",2025-10-03,QRIS
TRX0000397,PTG00744,Julia Salahudin,2025-10-10,Kartu Debit
TRX0000398,PTG00518,Unggul Namaga,2025-04-25,Tunai
TRX0000399,PTG00750,"Dt. Kemba Suryono, S.E.",2025-05-05,Tunai
TRX0000400,PTG00862,Aisyah Wibowo,2025-04-26,QRIS
TRX0000401,PTG00266,R.M. Jais Simbolon,2024-12-21,QRIS
TRX0000402,PTG00127,Ibun Marpaung,2025-08-20,Tunai
TRX0000403,PTG00775,Genta Nashiruddin,2025-03-02,Tunai
TRX0000404,PTG00460,Talia Mandala,2024-10-25,QRIS
TRX0000405,PTG00587,Belinda Simanjuntak,2025-05-16,Tunai
TRX0000406,PTG00465,Amelia Latupono,2025-09-12,QRIS
TRX0000407,PTG00242,Endah Ramadan,2025-01-01,Transfer
TRX0000408,PTG00359,Bakiman Farida,2025-04-19,QRIS
TRX0000409,PTG00292,drg. Muni Situmorang,2025-05-22,Transfer
TRX0000410,PTG00732,"Karen Maheswara, S.Kom",2024-10-25,Kartu Debit
TRX0000411,PTG00533,Puti Paris Usada,2025-09-21,Transfer
TRX0000412,PTG00108,Kambali Dongoran,2025-01-31,QRIS
TRX0000413,PTG00529,"Cornelia Siregar, S.IP",2025-03-08,Transfer
TRX0000414,PTG00843,Nasab Adriansyah,2024-12-08,QRIS
TRX0000415,PTG00466,Siti Gunarto,2025-04-29,Tunai
TRX0000416,PTG00151,"Kasiyah Hidayat, S.Psi",2025-02-03,Kartu Debit
TRX0000417,PTG00849,Ir. Zalindra Prabowo,2025-04-04,Kartu Debit
TRX0000418,PTG00084,"KH. Candra Kusmawati, S.Farm",2025-01-11,Tunai
TRX0000419,PTG00064,R. Violet Wibowo,2025-07-18,Kartu Debit
TRX0000420,PTG00910,Ir. Hani Hassanah,2025-05-26,Transfer
TRX0000421,PTG00488,drg. Raihan Suryatmi,2025-01-15,Transfer
TRX0000422,PTG00457,Kasim Maryadi,2025-01-06,Tunai
TRX0000423,PTG00379,Elma Putra,2025-07-08,Kartu Debit
TRX0000424,PTG00603,Harimurti Habibi,2025-06-11,Kartu Debit
TRX0000425,PTG00893,Faizah Zulkarnain,2025-03-11,QRIS
TRX0000426,PTG00599,Ismail Hutapea,2025-08-31,Kartu Debit
TRX0000427,PTG00652,Yance Maheswara,2024-12-16,Kartu Debit
TRX0000428,PTG00451,Farhunnisa Suryatmi,2025-01-07,Kartu Debit
TRX0000429,PTG00750,Raisa Irawan,2025-09-13,Kartu Debit
TRX0000430,PTG00844,"Galar Nasyiah, S.Pt",2024-12-12,Transfer
TRX0000431,PTG00148,Tugiman Astuti,2025-05-28,Transfer
TRX0000432,PTG00497,Tgk. Fitriani Astuti,2025-03-20,Kartu Debit
TRX0000433,PTG00133,Irsad Tampubolon,2025-02-12,Tunai
TRX0000434,PTG00712,"Febi Hutasoit, S.Pd",2025-07-10,Transfer
TRX0000435,PTG00467,"Iriana Riyanti, S.T.",2025-10-04,Kartu Debit
TRX0000436,PTG00034,Puspa Lazuardi,2025-03-13,Transfer
TRX0000437,PTG00967,Perkasa Palastri,2025-03-11,QRIS
TRX0000438,PTG00944,Cici Sihombing,2025-06-03,Tunai
TRX0000439,PTG00617,"Gina Yolanda, S.IP",2025-03-17,Kartu Debit
TRX0000440,PTG00113,Raina Pudjiastuti,2025-05-15,Tunai
TRX0000441,PTG00379,Laras Pradana,2025-06-01,QRIS
TRX0000442,PTG00042,"Prabu Gunawan, S.E.I",2025-01-21,Transfer
TRX0000443,PTG00121,Estiono Mangunsong,2025-01-05,QRIS
TRX0000444,PTG00313,"R.A. Halima Prasetya, M.TI.",2025-08-30,QRIS
TRX0000445,PTG00311,"Prabu Permadi, S.IP",2025-05-11,QRIS
TRX0000446,PTG00498,drg. Agnes Maulana,2025-07-03,Tunai
TRX0000447,PTG00811,Lurhur Wahyuni,2025-02-22,Transfer
TRX0000448,PTG00146,Anita Rajata,2024-12-18,Kartu Debit
TRX0000449,PTG00050,Prayogo Saragih,2024-10-22,QRIS
TRX0000450,PTG00911,"Dr. Vero Fujiati, S.Sos",2025-01-23,QRIS
TRX0000451,PTG00221,T. Jarwa Gunarto,2025-04-04,Transfer
TRX0000452,PTG00839,Sadina Mangunsong,2025-08-31,Kartu Debit
TRX0000453,PTG00003,Okto Marpaung,2025-03-19,Tunai
TRX0000454,PTG00561,Natalia Mayasari,2025-04-18,QRIS
TRX0000455,PTG00070,Maria Pangestu,2025-06-12,Tunai
TRX0000456,PTG00428,Dt. Garda Putra,2025-03-29,Kartu Debit
TRX0000457,PTG00587,Karta Hakim,2025-04-26,QRIS
TRX0000458,PTG00580,KH. Karsa Maulana,2025-09-12,Kartu Debit
TRX0000459,PTG00922,Tasdik Gunawan,2025-01-06,QRIS
TRX0000460,PTG00801,Ana Iswahyudi,2025-05-27,Kartu Debit
TRX0000461,PTG00487,"Drs. Kemba Narpati, S.Pd",2025-06-13,Transfer
TRX0000462,PTG00781,Alika Usamah,2025-04-18,Transfer
TRX0000463,PTG00517,Karen Januar,2025-07-13,Kartu Debit
TRX0000464,PTG00780,"Lala Mandala, S.IP",2025-05-11,Kartu Debit
TRX0000465,PTG00684,Drs. Salimah Utami,2024-10-21,Kartu Debit
TRX0000466,PTG00153,"Ir. Radit Zulkarnain, S.Kom",2025-09-25,QRIS
TRX0000467,PTG00092,Paris Natsir,2025-03-25,Kartu Debit
TRX0000468,PTG00397,"Martaka Hidayat, S.Farm",2025-05-04,Transfer
TRX0000469,PTG00922,drg. Ajeng Budiman,2025-05-19,Kartu Debit
TRX0000470,PTG00348,"dr. Sabar Mayasari, M.TI.",2025-03-15,Tunai
TRX0000471,PTG00982,Jinawi Rahmawati,2024-11-13,Kartu Debit
TRX0000472,PTG00754,Titi Marpaung,2024-11-07,QRIS
TRX0000473,PTG00662,Kenari Wulandari,2025-03-12,Tunai
TRX0000474,PTG00887,Janet Mardhiyah,2025-01-31,Transfer
TRX0000475,PTG00725,Indra Palastri,2025-10-15,Tunai
TRX0000476,PTG00586,Murti Hartati,2025-08-17,QRIS
TRX0000477,PTG00575,Candrakanta Usamah,2025-06-08,Tunai
TRX0000478,PTG00660,Mulya Suryatmi,2025-02-07,Tunai
TRX0000479,PTG00198,"drg. Lukita Handayani, S.Ked",2025-06-13,Tunai
TRX0000480,PTG00981,Artanto Puspita,2025-01-12,Transfer
TRX0000481,PTG00769,Sutan Eman Purwanti,2024-11-13,Kartu Debit
TRX0000482,PTG00515,Lasmanto Palastri,2025-07-28,Tunai
TRX0000483,PTG00124,"dr. Tari Rajata, S.T.",2025-10-10,Transfer
TRX0000484,PTG00986,drg. Kusuma Pertiwi,2025-10-07,Tunai
TRX0000485,PTG00282,"Tgk. Patricia Prayoga, S.Kom",2024-11-06,Transfer
TRX0000486,PTG00252,Wulan Simanjuntak,2025-01-27,Kartu Debit
TRX0000487,PTG00087,Talia Haryanti,2025-05-17,QRIS
TRX0000488,PTG00412,"Siska Mansur, S.Sos",2025-10-10,Tunai
TRX0000489,PTG00504,Baktianto Pratama,2024-11-12,Tunai
TRX0000490,PTG00349,"Johan Dabukke, S.Farm",2024-11-16,Kartu Debit
TRX0000491,PTG00185,Ulva Agustina,2025-07-20,Kartu Debit
TRX0000492,PTG00025,Galuh Uyainah,2025-02-12,QRIS
TRX0000493,PTG00392,Dr. Siska Sihombing,2025-06-12,QRIS
TRX0000494,PTG00094,"Ajiono Nuraini, M.Kom.",2025-01-14,Tunai
TRX0000495,PTG00102,Dt. Saiful Prabowo,2025-07-28,Transfer
TRX0000496,PTG00293,R.M. Virman Yuniar,2025-04-10,Transfer
TRX0000497,PTG00188,Tiara Permadi,2025-08-17,QRIS
TRX0000498,PTG00787,Budi Andriani,2025-04-08,Tunai
TRX0000499,PTG00158,"Drs. Paris Mandasari, S.Ked",2025-08-01,QRIS
TRX0000500,PTG00976,Ganda Simanjuntak,2025-02-08,Kartu Debit
TRX0000501,PTG00695,Ir. Baktiadi Prakasa,2025-04-26,Transfer
TRX0000502,PTG00061,"Maida Pangestu, S.Pt",2025-06-22,QRIS
TRX0000503,PTG00186,"R. Devi Kuswandari, S.Psi",2025-02-07,Tunai
TRX0000504,PTG00731,Emong Laksmiwati,2025-03-19,Tunai
TRX0000505,PTG00306,Tgk. Tantri Ramadan,2025-06-07,Kartu Debit
TRX0000506,PTG00102,Rafid Kusumo,2025-01-23,QRIS
TRX0000507,PTG00146,R.M. Ihsan Prasetyo,2025-04-30,Kartu Debit
TRX0000508,PTG00915,"Dt. Garan Yulianti, M.Ak",2025-07-27,QRIS
TRX0000509,PTG00265,Maya Mansur,2025-04-23,Kartu Debit
TRX0000510,PTG00965,T. Rudi Budiman,2024-11-01,Tunai
TRX0000511,PTG00054,Putri Saefullah,2025-10-12,Transfer
TRX0000512,PTG00246,Hafshah Budiman,2025-07-24,Transfer
TRX0000513,PTG00505,Ganda Handayani,2025-08-12,Kartu Debit
TRX0000514,PTG00973,Laila Winarno,2025-04-12,Tunai
TRX0000515,PTG00276,Limar Susanti,2024-12-12,Tunai
TRX0000516,PTG00326,Oni Wijayanti,2025-07-18,Kartu Debit
TRX0000517,PTG00567,"drg. Jasmin Usamah, S.E.I",2025-02-19,Kartu Debit
TRX0000518,PTG00068,Salimah Salahudin,2025-02-19,Kartu Debit
TRX0000519,PTG00030,Juli Purwanti,2024-12-17,Kartu Debit
TRX0000520,PTG00649,Lalita Hasanah,2025-08-22,Transfer
TRX0000521,PTG00936,R. Queen Sudiati,2024-12-26,Tunai
TRX0000522,PTG00276,Elisa Mansur,2024-11-10,Tunai
TRX0000523,PTG00253,Nadine Susanti,2025-07-26,Transfer
TRX0000524,PTG00312,Ian Widiastuti,2025-02-02,Kartu Debit
TRX0000525,PTG00457,Galar Rajata,2024-10-29,Tunai
TRX0000526,PTG00867,Kariman Marpaung,2024-11-29,Transfer
TRX0000527,PTG00802,"Gina Puspita, S.Farm",2025-04-08,Transfer
TRX0000528,PTG00383,Dr. Darimin Prakasa,2025-07-07,Transfer
TRX0000529,PTG00801,Rangga Pangestu,2025-06-16,Transfer
TRX0000530,PTG00551,Ir. Pardi Sudiati,2025-09-09,Kartu Debit
TRX0000531,PTG00985,Dina Mangunsong,2025-05-11,Kartu Debit
TRX0000532,PTG00043,"Teguh Ramadan, S.Farm",2025-03-08,Tunai
TRX0000533,PTG00833,H. Imam Nashiruddin,2025-06-29,Kartu Debit
TRX0000534,PTG00985,Mala Irawan,2025-05-26,QRIS
TRX0000535,PTG00669,Gatra Wacana,2024-11-12,Transfer
TRX0000536,PTG00001,Hasna Yuniar,2025-03-13,Tunai
TRX0000537,PTG00956,Kurnia Saragih,2025-05-23,Kartu Debit
TRX0000538,PTG00280,Sadina Hutapea,2025-01-05,QRIS
TRX0000539,PTG00860,Zahra Prastuti,2025-07-21,Kartu Debit
TRX0000540,PTG00360,Dalima Laksmiwati,2024-12-21,Transfer
TRX0000541,PTG00600,"Ghani Ardianto, S.Sos",2025-01-18,QRIS
TRX0000542,PTG00047,Omar Hutagalung,2024-11-01,Transfer
TRX0000543,PTG00757,"drg. Laras Suwarno, S.Sos",2024-12-16,Tunai
TRX0000544,PTG00308,"Cut Restu Fujiati, S.Pt",2025-06-24,Tunai
TRX0000545,PTG00405,Cut Qori Hutasoit,2025-02-07,Tunai
TRX0000546,PTG00851,Lembah Kurniawan,2024-10-22,Transfer
TRX0000547,PTG00743,Kani Widiastuti,2025-04-04,QRIS
TRX0000548,PTG00900,"dr. Ira Sirait, S.Pd",2025-06-07,Kartu Debit
TRX0000549,PTG00216,"Hilda Firgantoro, S.Gz",2025-10-18,QRIS
TRX0000550,PTG00906,Padma Santoso,2024-11-26,QRIS
TRX0000551,PTG00651,Diah Yolanda,2025-09-16,QRIS
TRX0000552,PTG00771,"Dr. Titi Salahudin, S.E.",2025-08-01,Kartu Debit
TRX0000553,PTG00280,"Cut Septi Sihotang, S.E.",2025-08-28,Transfer
TRX0000554,PTG00679,"Diah Siregar, M.Pd",2025-09-03,QRIS
TRX0000555,PTG00350,drg. Mahfud Napitupulu,2025-05-29,Transfer
TRX0000556,PTG00471,Vicky Napitupulu,2024-11-10,QRIS
TRX0000557,PTG00017,Hendra Widodo,2024-12-20,Transfer
TRX0000558,PTG00662,"drg. Qori Kurniawan, S.Gz",2025-03-14,Tunai
TRX0000559,PTG00624,Almira Utami,2025-08-07,Kartu Debit
TRX0000560,PTG00005,"Mulyanto Waskita, S.Pt",2025-05-14,Tunai
TRX0000561,PTG00689,Rahmat Lailasari,2025-09-20,Transfer
TRX0000562,PTG00424,Mulyono Ramadan,2024-11-25,Kartu Debit
TRX0000563,PTG00781,"Cakrajiya Tamba, S.Gz",2024-10-20,Kartu Debit
TRX0000564,PTG00552,Humaira Nugroho,2024-10-28,Tunai
TRX0000565,PTG00807,Lili Rajasa,2024-12-16,Tunai
TRX0000566,PTG00552,Zahra Permata,2025-01-23,Tunai
TRX0000567,PTG00914,Vanesa Winarsih,2025-06-28,Kartu Debit
TRX0000568,PTG00689,Dina Astuti,2025-03-29,Tunai
TRX0000569,PTG00362,"Vinsen Tamba, S.Gz",2025-07-08,Kartu Debit
TRX0000570,PTG00848,Febi Suryono,2025-09-14,QRIS
TRX0000571,PTG00397,Samiah Saptono,2025-05-01,Transfer
TRX0000572,PTG00860,Hendra Budiman,2024-11-19,Tunai
TRX0000573,PTG00128,Tgk. Naradi Pertiwi,2024-12-19,Kartu Debit
TRX0000574,PTG00380,Febi Pudjiastuti,2025-09-25,Transfer
TRX0000575,PTG00456,"Najwa Siregar, S.I.Kom",2025-05-16,Tunai
TRX0000576,PTG00227,"Uda Purwanti, M.Kom.",2025-06-09,Tunai
TRX0000577,PTG00777,Padmi Nashiruddin,2025-10-13,QRIS
TRX0000578,PTG00697,Tari Hidayat,2024-11-12,QRIS
TRX0000579,PTG00197,Janet Marpaung,2025-07-08,Tunai
TRX0000580,PTG00836,H. Purwanto Marbun,2025-08-22,QRIS
TRX0000581,PTG00828,Asirwanda Januar,2025-08-12,Transfer
TRX0000582,PTG00240,Titi Pradipta,2025-03-24,Kartu Debit
TRX0000583,PTG00991,"Dirja Utami, S.E.I",2024-10-27,QRIS
TRX0000584,PTG00038,Michelle Setiawan,2025-06-11,QRIS
TRX0000585,PTG00505,"Prayitna Suwarno, S.H.",2025-02-11,Transfer
TRX0000586,PTG00008,"H. Cakrabuana Rahayu, S.Pd",2025-01-16,Transfer
TRX0000587,PTG00841,"Jaga Novitasari, S.Farm",2025-03-03,Kartu Debit
TRX0000588,PTG00114,Talia Yuniar,2025-10-11,QRIS
TRX0000589,PTG00583,Titin Habibi,2025-07-31,Kartu Debit
TRX0000590,PTG00175,"Dr. Mutia Mustofa, S.T.",2025-02-11,Transfer
TRX0000591,PTG00676,"Prakosa Wijaya, S.T.",2025-06-24,Transfer
TRX0000592,PTG00067,Dr. Eka Melani,2025-10-09,Transfer
TRX0000593,PTG00764,"Prayitna Sihombing, S.IP",2025-01-09,Tunai
TRX0000594,PTG00131,"Dt. Hasan Hartati, S.Pt",2025-05-26,QRIS
TRX0000595,PTG00956,Lembah Pertiwi,2024-10-28,Transfer
TRX0000596,PTG00903,T. Erik Natsir,2025-04-09,QRIS
TRX0000597,PTG00197,R.M. Labuh Purnawati,2025-06-15,Tunai
TRX0000598,PTG00994,Harjasa Usada,2025-01-24,QRIS
TRX0000599,PTG00698,Banawi Mahendra,2025-01-28,Kartu Debit
TRX0000600,PTG00003,Indra Tamba,2025-05-03,Kartu Debit
TRX0000601,PTG00657,Rahmi Halimah,2025-05-04,Tunai
TRX0000602,PTG00875,Vega Najmudin,2025-08-16,QRIS
TRX0000603,PTG00443,Drs. Bagus Adriansyah,2025-02-07,Kartu Debit
TRX0000604,PTG00281,"Galih Halimah, M.Farm",2025-03-01,Tunai
TRX0000605,PTG00697,Puti Karen Nuraini,2025-05-30,Kartu Debit
TRX0000606,PTG00508,Ghaliyati Saptono,2025-08-04,QRIS
TRX0000607,PTG00530,Keisha Tampubolon,2025-07-10,Tunai
TRX0000608,PTG00906,"Cakrajiya Prasetyo, S.Pd",2024-12-04,Transfer
TRX0000609,PTG00049,Ika Hakim,2025-01-07,QRIS
TRX0000610,PTG00941,"Dr. Talia Dongoran, M.TI.",2025-07-25,Kartu Debit
TRX0000611,PTG00546,Heryanto Yulianti,2025-08-15,Kartu Debit
TRX0000612,PTG00324,Wage Permadi,2025-01-12,Tunai
TRX0000613,PTG00402,Rahmi Yulianti,2025-06-06,Transfer
TRX0000614,PTG00343,Gaman Hartati,2025-02-10,Tunai
TRX0000615,PTG00902,"Violet Yolanda, S.T.",2025-05-17,Tunai
TRX0000616,PTG00756,Raina Damanik,2025-09-17,Transfer
TRX0000617,PTG00707,Fathonah Maheswara,2025-08-04,Kartu Debit
TRX0000618,PTG00981,R.M. Bagya Uyainah,2024-12-19,Tunai
TRX0000619,PTG00940,"R. Cemplunk Wijaya, S.Pd",2024-11-28,Transfer
TRX0000620,PTG00202,Bakiono Wahyuni,2025-06-24,Transfer
TRX0000621,PTG00338,Galuh Rajasa,2025-05-06,QRIS
TRX0000622,PTG00065,"drg. Kadir Mayasari, M.Farm",2025-01-29,Tunai
TRX0000623,PTG00029,"drg. Makara Hasanah, S.Gz",2025-01-12,Kartu Debit
TRX0000624,PTG00443,Hairyanto Dabukke,2025-04-27,Tunai
TRX0000625,PTG00607,Luthfi Uwais,2025-04-10,QRIS
TRX0000626,PTG00861,"Ayu Uyainah, S.Sos",2025-06-27,QRIS
TRX0000627,PTG00254,Harsana Winarsih,2025-10-17,Tunai
TRX0000628,PTG00485,Ibun Waskita,2025-01-12,Transfer
TRX0000629,PTG00982,Tania Wahyuni,2024-12-28,QRIS
TRX0000630,PTG00853,"Sutan Cager Aryani, S.Psi",2025-09-24,Tunai
TRX0000631,PTG00842,Ade Lailasari,2025-04-13,QRIS
TRX0000632,PTG00533,Dt. Dodo Lestari,2025-06-12,Transfer
TRX0000633,PTG00967,Oliva Oktaviani,2024-11-04,Tunai
TRX0000634,PTG00795,"Zizi Yuniar, S.H.",2025-08-23,Kartu Debit
TRX0000635,PTG00783,Drs. Najwa Lailasari,2025-04-09,Tunai
TRX0000636,PTG00641,Elisa Yulianti,2025-07-04,Kartu Debit
TRX0000637,PTG00593,Ir. Sarah Fujiati,2025-01-02,Tunai
TRX0000638,PTG00088,"R.A. Kayla Pratiwi, S.IP",2025-09-09,Tunai
TRX0000639,PTG00939,T. Gilang Saefullah,2025-08-30,Tunai
TRX0000640,PTG00387,Sakti Wastuti,2025-01-31,QRIS
TRX0000641,PTG00912,Drs. Samiah Prasetyo,2025-08-29,Tunai
TRX0000642,PTG00802,Mila Purnawati,2025-05-04,Transfer
TRX0000643,PTG00064,R.M. Heru Maulana,2024-12-18,Kartu Debit
TRX0000644,PTG00057,Cut Cinthia Andriani,2025-08-04,QRIS
TRX0000645,PTG00626,Ciaobella Sihotang,2025-08-27,Kartu Debit
TRX0000646,PTG00068,"Ratih Sihotang, S.E.",2025-06-11,Tunai
TRX0000647,PTG00694,Melinda Palastri,2025-04-25,Tunai
TRX0000648,PTG00573,"Nilam Januar, S.I.Kom",2025-09-07,Tunai
TRX0000649,PTG00302,Unjani Prasetyo,2025-06-26,Kartu Debit
TRX0000650,PTG00412,Bagus Yuliarti,2025-01-02,Tunai
TRX0000651,PTG00633,R.A. Belinda Widiastuti,2025-04-11,Kartu Debit
TRX0000652,PTG00239,"Emin Lailasari, S.Psi",2025-01-10,Tunai
TRX0000653,PTG00465,Bella Susanti,2025-10-03,Kartu Debit
TRX0000654,PTG00476,Ulva Kuswoyo,2025-09-08,Kartu Debit
TRX0000655,PTG00902,Kezia Tarihoran,2025-09-18,Tunai
TRX0000656,PTG00348,Caket Kusumo,2025-06-21,Tunai
TRX0000657,PTG00465,Rama Damanik,2025-08-27,QRIS
TRX0000658,PTG00602,Cawisono Mandasari,2025-08-21,Transfer
TRX0000659,PTG00111,Ina Wijayanti,2025-05-13,Tunai
TRX0000660,PTG00013,"Drs. Garda Nurdiyanti, M.M.",2025-06-14,Tunai
TRX0000661,PTG00608,"Dt. Gara Lazuardi, S.E.I",2024-11-10,Transfer
TRX0000662,PTG00927,Ghaliyati Mulyani,2025-10-20,Transfer
TRX0000663,PTG00653,"Asmadi Yulianti, S.Farm",2025-10-03,QRIS
TRX0000664,PTG00364,Luwes Adriansyah,2025-01-03,Kartu Debit
TRX0000665,PTG00493,Tirta Lailasari,2025-02-25,Kartu Debit
TRX0000666,PTG00191,Rahayu Pranowo,2025-09-09,Transfer
TRX0000667,PTG00141,"Puti Hastuti, M.Farm",2024-12-25,Tunai
TRX0000668,PTG00062,"Hj. Eli Mandasari, S.Pd",2025-10-07,Transfer
TRX0000669,PTG00320,"drg. Vicky Nashiruddin, S.E.",2025-07-09,Kartu Debit
TRX0000670,PTG00526,Ir. Lurhur Kusmawati,2025-03-22,QRIS
TRX0000671,PTG00319,Bakidin Hutagalung,2025-02-20,Transfer
TRX0000672,PTG00151,Elisa Winarsih,2025-08-06,Kartu Debit
TRX0000673,PTG00317,"KH. Danang Nasyiah, M.Kom.",2025-01-29,QRIS
TRX0000674,PTG00299,"Hj. Aisyah Handayani, S.Psi",2024-12-11,QRIS
TRX0000675,PTG00994,R.A. Uchita Kuswoyo,2025-04-11,Tunai
TRX0000676,PTG00531,"Hj. Ifa Ramadan, M.Ak",2025-02-17,Transfer
TRX0000677,PTG00059,"KH. Raharja Latupono, M.Farm",2025-01-31,Transfer
TRX0000678,PTG00520,drg. Sakura Saputra,2025-07-21,Tunai
TRX0000679,PTG00433,"Kamal Yulianti, S.Sos",2025-02-19,QRIS
TRX0000680,PTG00201,"Eluh Winarsih, S.Kom",2024-12-27,Transfer
TRX0000681,PTG00656,Agnes Permata,2025-05-22,Transfer
TRX0000682,PTG00805,"Yance Megantara, M.Kom.",2025-10-17,Tunai
TRX0000683,PTG00350,"Bahuraksa Thamrin, M.M.",2025-04-11,Transfer
TRX0000684,PTG00684,Mulya Usada,2025-09-16,Kartu Debit
TRX0000685,PTG00712,Tgk. Adhiarja Yuliarti,2025-03-29,Kartu Debit
TRX0000686,PTG00615,Galur Wulandari,2025-04-10,QRIS
TRX0000687,PTG00873,R.M. Gantar Irawan,2024-12-01,QRIS
TRX0000688,PTG00631,Paiman Dabukke,2025-06-28,QRIS
TRX0000689,PTG00429,Bakidin Yolanda,2025-10-19,QRIS
TRX0000690,PTG00167,Mila Mustofa,2025-05-14,Tunai
TRX0000691,PTG00466,Kamila Prastuti,2024-10-27,Tunai
TRX0000692,PTG00508,Indah Wahyudin,2024-11-29,Transfer
TRX0000693,PTG00943,Citra Safitri,2025-03-29,Tunai
TRX0000694,PTG00655,"dr. Ozy Haryanti, S.Sos",2025-03-27,Transfer
TRX0000695,PTG00710,Bakiman Sitorus,2025-08-25,Transfer
TRX0000696,PTG00478,"Humaira Prakasa, S.T.",2024-11-10,Transfer
TRX0000697,PTG00245,"R. Abyasa Nashiruddin, S.Sos",2024-10-20,Kartu Debit
TRX0000698,PTG00753,Jasmin Hasanah,2025-07-01,QRIS
TRX0000699,PTG00827,"Ilsa Hariyah, S.I.Kom",2025-03-15,Kartu Debit
TRX0000700,PTG00211,"Hj. Zulfa Widodo, S.I.Kom",2025-03-31,Kartu Debit
TRX0000701,PTG00189,Febi Mandala,2025-08-05,Tunai
TRX0000702,PTG00372,"Jati Kuswandari, S.Pd",2025-06-05,Tunai
TRX0000703,PTG00076,"Dt. Gandi Adriansyah, S.Farm",2024-11-21,QRIS
TRX0000704,PTG00031,Raisa Damanik,2025-05-09,Tunai
TRX0000705,PTG00146,"KH. Olga Maryadi, S.H.",2025-08-23,QRIS
TRX0000706,PTG00451,Luwar Salahudin,2025-01-22,Transfer
TRX0000707,PTG00647,"drg. Vanya Nashiruddin, S.IP",2025-10-01,QRIS
TRX0000708,PTG00045,"Nova Usada, S.Ked",2025-02-17,Tunai
TRX0000709,PTG00204,Zalindra Januar,2025-09-20,Transfer
TRX0000710,PTG00291,Zahra Sitorus,2025-09-10,Transfer
TRX0000711,PTG00225,"Dr. Gawati Budiman, S.Psi",2025-01-13,QRIS
TRX0000712,PTG00737,"T. Catur Palastri, M.Ak",2025-01-07,Transfer
TRX0000713,PTG00348,Titin Nuraini,2024-10-20,Transfer
TRX0000714,PTG00183,"Tri Agustina, S.E.I",2024-11-16,Transfer
TRX0000715,PTG00023,Aswani Permata,2025-06-01,Transfer
TRX0000716,PTG00864,"Harja Kusumo, S.I.Kom",2025-08-27,QRIS
TRX0000717,PTG00933,Jatmiko Kusumo,2025-09-21,Tunai
