ID_Petugas,Nama_Petugas,Password,Nomor_Telp,Jabatan
PTG00306,"Pangeran Tamba, M.TI.",3NG65!mt$D,0826254204,Supervisor
PTG00307,Marwata Narpati,f$M1T%%ddb,+62 (45) 381-0979,Supervisor
PTG00308,Cinthia Usada,S#2gNYyiU3,+62 (0224) 043-2611,Supervisor
PTG00309,Drs. Aslijan Firgantoro,$c3M+qd0v4,(062) 195 3689,Kasir
PTG00310,Adikara Sirait,*7TClx@kX&,+62 (038) 690-8716,Petugas Loket
PTG00311,Dinda Nashiruddin,@uj0Zz(ilx,(002) 344-2252,Kasir
PTG00312,Marsudi Widodo,3V2_gvKfA!,+62-32-655-1327,Petugas Loket
PTG00313,Cindy Yulianti,T9c8DJVD*x,+62 (026) 864 9864,Kasir
PTG00314,Puti Aryani,(6tP7L@gKE,+62 (0992) 164-0069,Kasir
PTG00315,"Tari Nuraini, S.Kom",)2CXRPuv&9,+62 (462) 202 1237,Kasir
PTG00316,"Wakiman Maulana, S.Ked",^g@SFkhzA5,+62 (041) 600-9169,Admin
PTG00317,"H. Lutfan Maryadi, S.H.",g7RjGgoG#g,(0463) 000-9984,Supervisor
PTG00318,"Darmaji Prayoga, S.Farm",@&XrhaTF71,+62-401-535-3466,Supervisor
PTG00319,Ivan Sinaga,&tTpJ_$%9r,082 238 7940,Kasir
PTG00320,Yono Wijaya,#^70_Qtl2B,+62-41-291-8285,Supervisor
PTG00321,Kunthara Latupono,_YC6Cqur%W,(000) 128-3827,Supervisor
PTG00322,Among Irawan,UzY+2Gewe!,+62 (0604) 227-6346,Petugas Loket
PTG00323,"Cut Cici Oktaviani, S.Pt",Oh33gOAl^J,+62 (51) 272-6708,Admin
PTG00324,Zulfa Andriani,jwp8Lurw+6,(0129) 035 0061,Supervisor
PTG00325,"Dr. Gadang Mardhiyah, M.Farm",5*mA4EeG+(,+62 (254) 920-6441,Kasir
PTG00326,"R. Baktianto Winarsih, M.Ak",^3RprACV*q,(080) 664-0511,Kasir
PTG00327,Cemplunk Iswahyudi,#85Jp(HghR,+62 (086) 003-2031,Petugas Loket
PTG00328,Dr. Pia Rahayu,&8v3uNBc)9,+62-016-259-0841,Supervisor
PTG00329,Hj. Intan Usada,8YKwDC0l*0,(0903) 716 1608,Kasir
PTG00330,"Oliva Kusumo, M.Ak",c2Vz6OEg*4,+62-24-808-5578,Kasir
PTG00331,Aditya Narpati,2i3H14Vj_G,+62 (0670) 675 1691,Admin
PTG00332,Koko Utama,%(2Ck^N!+$,+62 (098) 392-4848,Supervisor
PTG00333,Darmaji Dongoran,Jl^4D$xt!f,+62-0953-481-1050,Admin
PTG00334,"Puti Vanya Saefullah, M.Kom.",O4YJwB6e&t,(0512) 395-9781,Admin
PTG00335,Karen Rajata,im#46+Ubgz,+62-051-710-7308,Supervisor
PTG00336,Dewi Tarihoran,N&4NY4Ou4@,+62 (0857) 260-2925,Admin
PTG00337,Vera Wijaya,s_8M$I6eaF,+62-538-676-2592,Supervisor
PTG00338,Tugiman Nuraini,&sd8PtzV5%,+62 (089) 273-9615,Supervisor
PTG00339,Dr. Maria Rajasa,!5LGPrOD6v,084 227 3627,Supervisor
PTG00340,"Farhunnisa Najmudin, S.Gz",+*FnuaOWx2,0851448698,Admin
PTG00341,Anggabaya Wahyudin,!V#11hNsk@,+62 (006) 801 7703,Supervisor
PTG00342,"R. Heru Nababan, M.M.",v951V1ta4!,(0638) 083 9065,Supervisor
PTG00343,Almira Manullang,m^9Wg4t+iX,+62-0504-960-2667,Kasir
PTG00344,Septi Sitompul,#E3O7YFr!p,+62 (602) 080-1929,Admin
PTG00345,Catur Nashiruddin,@55YUj4sD2,+62 (002) 555 0193,Admin
PTG00346,Intan Sitompul,Um0HjYm6q+,(020) 805-9831,Supervisor
PTG00347,Radika Santoso,%%h1tXFs(5,(0749) 542-1062,Kasir
PTG00348,Tgk. Syahrini Iswahyudi,YkV1)3Okf),+62 (86) 461 2096,Kasir
PTG00349,Ikin Pradana,!0R7Ss2e%d,+62-219-143-0877,Petugas Loket
PTG00350,Dr. Suci Mandala,F7T+&Se6%e,+62-48-770-6769,Petugas Loket
PTG00351,Yono Pranowo,$J*SvsMS2K,0825672620,Kasir
PTG00352,"Oni Santoso, S.Sos",*2VpZsFkGT,0825624728,Admin
PTG00353,Fitriani Rahmawati,%v2689UakW,+62 (66) 045 0956,Admin
PTG00354,Cengkal Hidayat,@*^g44FbXU,+62-0600-608-2770,Supervisor
PTG00355,Lalita Setiawan,Io&1)VexE@,+62-461-762-3133,Petugas Loket
PTG00356,"dr. Balijan Budiman, M.Ak",xAveG4Wc%M,(0606) 349-4290,Kasir
PTG00357,"Tgk. Maria Hidayat, M.Kom.",S@&5DT0q^0,+62 (0417) 234 5653,Supervisor
PTG00358,dr. Kemal Rajasa,0q9Y4oaT*c,+62 (0100) 953 8557,Admin
PTG00359,"Hasna Natsir, S.Pt",j&n4HNkb$O,(0884) 437 0661,Supervisor
PTG00360,KH. Jabal Yulianti,o6qhHIsj^n,+62-002-772-9108,Supervisor
PTG00361,Juli Gunarto,G95Ur#r4+7,+62-067-730-6718,Kasir
PTG00362,Cemplunk Najmudin,&jX6LZPsic,(034) 289-8760,Supervisor
PTG00363,"Zulfa Sihotang, S.Psi",!(L4pJSepc,+62 (01) 629-0739,Kasir
PTG00364,R. Vivi Melani,)uOTIBVs1M,+62 (0942) 694-2039,Petugas Loket
PTG00365,Ir. Xanana Widiastuti,5y1Zd(VTy$,+62 (873) 054 9824,Supervisor
PTG00366,Kanda Mulyani,+%_4VgzRIP,+62 (058) 901-6492,Admin
PTG00367,"Hj. Oni Iswahyudi, S.Psi",!OvyIALy3Y,+62 (62) 829-6824,Admin
PTG00368,"Tgk. Zaenab Novitasari, S.Psi",QO0w1Ze&J!,(0662) 080-8203,Supervisor
PTG00369,Puti Mutia Hakim,_2N4lGagCQ,+62-42-425-3690,Petugas Loket
PTG00370,Puti Eva Prasetyo,1tU*5HaFi!,+62 (40) 553 6481,Admin
PTG00371,"Patricia Farida, S.I.Kom",n8%0HEmLOQ,+62 (36) 066 7998,Petugas Loket
PTG00372,Intan Padmasari,@mLpb0sw12,(066) 179 9623,Supervisor
PTG00373,Keisha Suryatmi,Vg9g6VSex),(004) 134-8208,Petugas Loket
PTG00374,"Tgk. Rachel Prayoga, S.IP",hy3+)!TqA^,+62 (043) 049 1341,Kasir
PTG00375,Damu Maryati,)o7#KeCb9g,+62 (08) 235 3097,Admin
PTG00376,Maria Sudiati,tH9UyIry@z,+62-17-530-7966,Petugas Loket
PTG00377,Waluyo Novitasari,+&9Kjp!6vO,+62 (037) 956 1007,Admin
PTG00378,Nilam Napitupulu,zp4CUbx__2,(0337) 034-2444,Petugas Loket
PTG00379,"Dr. Irma Pudjiastuti, M.Ak",@!Rqj4Px!n,+62 (070) 851 7328,Admin
PTG00380,dr. Cindy Santoso,#mTE6DGil^,+62 (391) 607-7004,Admin
PTG00381,Langgeng Prasasta,(84KWkj1l!,+62-038-588-6407,Supervisor
PTG00382,Dr. Adinata Maryadi,&&sFKWqtD5,+62 (0408) 806-7089,Petugas Loket
PTG00383,drg. Artanto Riyanti,(#0omVwq^2,0848580526,Supervisor
PTG00384,Cengkir Wahyuni,@9Lc1TBuM!,0823171461,Admin
PTG00385,"Ir. Queen Sirait, S.H.",)4Nq1CzF!5,0840257870,Petugas Loket
PTG00386,Umaya Wibisono,($5HBnk)R6,0891039091,Petugas Loket
PTG00387,Asmuni Prakasa,__0ciMlMWE,+62-009-860-2757,Kasir
PTG00388,Salimah Sinaga,w49TWds4%U,+62 (583) 445-6622,Admin
PTG00389,Hj. Kartika Maryadi,@d75T*JpS#,(060) 235-1585,Kasir
PTG00390,Bagus Wahyudin,5$0CoB$QUF,+62-0954-794-0645,Kasir
PTG00391,Bakti Zulaika,BMU7SubRK^,(056) 183-3597,Petugas Loket
PTG00392,Sari Winarsih,(7MMrzdol&,+62 (20) 956-7333,Kasir
PTG00393,"R. Shakila Suartini, M.Kom.",zH21T)GsH$,+62 (0277) 392 3852,Admin
PTG00394,Cahya Permadi,&2!J1i0s_A,+62 (90) 755 1545,Supervisor
PTG00395,Usman Wibisono,UX!74#Kn96,+62-168-066-4707,Kasir
PTG00396,Daniswara Puspita,^C0YH_9m#M,+62 (0067) 582 6762,Kasir
PTG00397,Qori Adriansyah,6&lb2oAHwb,(0459) 793 1839,Petugas Loket
PTG00398,"Vera Pertiwi, M.Kom.",+zkRwP#gr9,+62 (66) 432 2394,Petugas Loket
PTG00399,Cinthia Mustofa,@2WaatCrv4,(022) 398-4742,Petugas Loket
PTG00400,"Hj. Elisa Siregar, S.Sos",d7PPXq3Q+N,(080) 613 4956,Supervisor
PTG00401,Nadia Permata,)cIcYTkmc8,+62-610-809-2616,Petugas Loket
PTG00402,Diah Ardianto,s@6I8KulBh,+62 (0764) 000 6875,Admin
PTG00403,KH. Rusman Agustina,(^G6J06v^2,+62 (33) 868 6083,Admin
PTG00404,"dr. Yuni Halimah, S.Gz",+I$YlOtP1a,0830941349,Petugas Loket
PTG00405,Lamar Astuti,Wqus1TpzT_,080 450 7356,Petugas Loket
PTG00406,"H. Joko Salahudin, M.TI.",!wKcpVYS_9,+62 (0203) 158 9258,Supervisor
PTG00407,Rahmi Budiyanto,$3hbJReX*(,+62 (0823) 088 2958,Supervisor
PTG00408,"drg. Tami Mulyani, S.T.",6i0r9ZNf@8,+62-173-066-2931,Admin
PTG00409,Cornelia Nuraini,+@7RmTIqnv,(0989) 022 3790,Supervisor
PTG00410,Nugraha Aryani,SZ%^84Zw7Y,081 889 0737,Petugas Loket
PTG00411,R. Garan Padmasari,%UF5iYPt@7,080 207 6123,Supervisor
PTG00412,drg. Sabrina Kurniawan,b1UgSlzu#R,+62-70-669-0107,Petugas Loket
PTG00413,R. Gawati Laksmiwati,#W59eReaWL,(0578) 968-3355,Admin
PTG00414,"Melinda Budiman, M.Kom.",*3Xr*dYciK,087 993 8444,Kasir
PTG00415,Galang Uwais,(BA8$Gd+4Z,0871568910,Supervisor
PTG00416,Hj. Maida Hartati,)_Z7R7b9IN,(040) 163-2957,Admin
PTG00417,Prabu Mandasari,3ODlWe_K(H,+62 (058) 542 3324,Admin
PTG00418,Harimurti Wahyudin,g@8kLMu9GM,+62 (958) 417-4916,Supervisor
PTG00419,Ilyas Adriansyah,^bHS0vFfkA,+62 (0837) 740 2928,Kasir
PTG00420,Irma Widiastuti,v3GyDv#f_e,(067) 719-6666,Petugas Loket
PTG00421,Abyasa Mandala,0^#6o)HiXS,0836759017,Admin
PTG00422,"Dr. Raisa Hidayanto, S.Psi",#943IDmptK,+62 (086) 372-6319,Admin
PTG00423,dr. Unjani Yuniar,9iUNKk7&&@,+62 (513) 444 8672,Kasir
PTG00424,Kasusra Nasyiah,M$9AEjg&c9,+62 (049) 788-7953,Petugas Loket
PTG00425,Cahyanto Anggriawan,90aSQ$Rk%*,+62 (0391) 511-4367,Admin
PTG00426,dr. Cawisono Usamah,0SPXHQz)@o,(093) 315-4230,Kasir
PTG00427,Ami Habibi,#3BZft@Cn0,(067) 015 1459,Supervisor
PTG00428,R. Anita Kuswoyo,&Q6p8HgqV1,+62 (01) 901 1348,Kasir
PTG00429,Fathonah Prasetyo,ZE)1Gh6WCp,+62 (0286) 449-7602,Kasir
PTG00430,Restu Mulyani,0%lwGiZN&6,+62 (97) 356-1526,Admin
PTG00431,Kartika Sitorus,iG+1qIpIA),+62 (247) 466-5353,Petugas Loket
PTG00432,Drs. Nalar Wasita,h+#9hGRk*N,0835434685,Supervisor
PTG00433,H. Ikhsan Prayoga,k_R9MAnhik,081 168 3710,Kasir
PTG00434,Ajimin Mandasari,$dEjv8mm7s,+62 (0931) 214 6394,Supervisor
PTG00435,"KH. Ilyas Widodo, S.E.",^n0Exh3mW4,(094) 811 2664,Petugas Loket
PTG00436,Dr. Clara Safitri,&74VW#a*Dj,+62 (0901) 333 4437,Supervisor
PTG00437,"Hari Laksmiwati, S.Kom",*4TkRfzq_4,+62-49-910-0420,Supervisor
PTG00438,Karta Purwanti,tz6^Dm9)&2,+62-035-316-0791,Admin
PTG00439,Zalindra Rahayu,@B3pRk(mj*,+62-28-814-1128,Petugas Loket
PTG00440,Zizi Usamah,p5uEKoFG%1,(0491) 619-4232,Kasir
PTG00441,Gantar Suryono,&C!I1W1hSm,+62 (002) 547 1798,Admin
PTG00442,Ir. Ika Nurdiyanti,WPy(y5NmdD,+62 (584) 227-1726,Admin
PTG00443,Diana Yolanda,7q6bLpa8^!,+62-087-100-6689,Kasir
PTG00444,Muni Saputra,7MEPrDk+@S,0847528359,Petugas Loket
PTG00445,Ir. Ifa Firmansyah,fT!44C*b6b,+62 (89) 206-4157,Supervisor
PTG00446,Dt. Liman Hariyah,u3As*eqv(^,+62 (0478) 674 2802,Petugas Loket
PTG00447,Maras Melani,@_8TTe@zMh,(0436) 990 5585,Petugas Loket
PTG00448,Nilam Wahyudin,iSJUgwWJ)9,0860610656,Supervisor
PTG00449,Halima Pradipta,*&4L&ob^VS,084 376 9929,Supervisor
PTG00450,"drg. Ida Santoso, S.Pd",l*7bF_6kPi,+62 (0155) 369-1585,Supervisor
PTG00451,Michelle Suryono,nT0+Mf5i4),+62-0158-286-3040,Petugas Loket
PTG00452,"R. Rahmi Fujiati, S.Sos",K#99_TAISc,+62 (66) 937-0632,Kasir
PTG00453,"dr. Umi Firmansyah, S.Kom",PAj3!SIf$@,(0190) 000-2956,Petugas Loket
PTG00454,Harimurti Maulana,#85MwxAfUY,+62 (323) 167-7814,Kasir
PTG00455,Keisha Siregar,*gXvE4Ho^L,+62 (276) 120-9281,Petugas Loket
PTG00456,"Hj. Janet Kuswandari, M.Pd",kY+!b6VcKG,+62-0223-718-5921,Kasir
PTG00457,"R. Keisha Usada, M.TI.",F4OUoq2#+4,+62 (31) 324 6598,Supervisor
PTG00458,"drg. Kezia Suryatmi, S.Kom",7rY2cIUr#3,+62 (040) 652-6642,Petugas Loket
PTG00459,Maimunah Prasetya,OzBD1tZeb^,087 849 6224,Petugas Loket
PTG00460,"Ir. Irma Uwais, S.IP",!!4)TCNu(m,(072) 935-0979,Admin
PTG00461,"Sutan Edi Santoso, S.E.I",@qas2S9dSp,(0251) 840 7033,Kasir
PTG00462,"Lurhur Nuraini, S.E.I",c@y_4Or+%T,(0670) 636-3286,Petugas Loket
PTG00463,Adhiarja Kusumo,#w$2c9Ze@j,(008) 289 6713,Petugas Loket
PTG00464,Ajeng Sitorus,rq4@Tj8e$_,+62 (093) 500 1154,Supervisor
PTG00465,Carla Kusmawati,^8SWwgUig9,+62 (056) 685 1353,Kasir
PTG00466,Ir. Marwata Jailani,N8E$UZ*g%G,+62-019-027-1698,Kasir
PTG00467,"Putri Yuliarti, S.Kom",*QGNQc&U*1,+62-261-705-0583,Petugas Loket
PTG00468,Fitriani Rajasa,D^8SCwsUVi,(0758) 015 8466,Kasir
PTG00469,drg. Lukita Pranowo,!3An1eJTZ6,+62 (285) 461 3087,Kasir
PTG00470,"R.A. Agnes Nasyiah, M.Farm",Z2XqawkM*w,+62 (278) 630 9007,Kasir
PTG00471,Cakrabuana Hidayanto,_!94c$2imW,+62 (099) 716-5965,Kasir
PTG00472,"dr. Hadi Hasanah, S.Farm",fF%20TtF+m,+62-793-221-9143,Kasir
PTG00473,Cut Michelle Damanik,^4POZ(vCh*,+62-80-265-8934,Admin
PTG00474,"Dr. Jessica Rahimah, M.M.",9P33H1kH(m,+62-0203-172-6652,Admin
PTG00475,"Dr. Caket Saragih, S.Sos",(5O)Imsga@,(005) 190 8543,Petugas Loket
PTG00476,"R. Nilam Latupono, S.Sos",_32XsotGeb,+62-089-931-8781,Kasir
PTG00477,"Ade Saragih, M.Pd",!5d2QrWucY,(061) 366-2808,Supervisor
PTG00478,"KH. Bakda Mandala, S.E.I",_6iQLc6L!D,0833096739,Petugas Loket
PTG00479,Raina Mardhiyah,V2AbWNDr%i,(0762) 883-6368,Petugas Loket
PTG00480,Ir. Mulyanto Tamba,1jZXHV1J!u,(0616) 522 8989,Kasir
PTG00481,Jaiman Siregar,)R_HNzKy9G,0805014171,Kasir
PTG00482,"dr. Gambira Laksmiwati, M.Pd",3_wpSDcR)(,+62-050-092-4492,Admin
PTG00483,drg. Kanda Lestari,^@72Bg+u%P,+62-69-522-2336,Petugas Loket
PTG00484,R.A. Yuni Lazuardi,0$8OAvmks_,(0537) 405 7144,Petugas Loket
PTG00485,Salimah Riyanti,t6fSV3y6^6,0865834834,Kasir
PTG00486,H. Sabri Pradana,5Ypn3Unr_#,089 432 6983,Petugas Loket
PTG00487,"Radit Yulianti, S.T.",zdX#nfAl%3,(072) 007 3429,Supervisor
PTG00488,"Sutan Kasim Gunawan, M.M.",t*37kXpc5u,0851502045,Kasir
PTG00489,Maryadi Nashiruddin,D(1J7gb54O,+62-0590-426-5274,Petugas Loket
PTG00490,Kusuma Fujiati,_($EF2zD96,+62 (093) 511 7455,Admin
PTG00491,Usyi Prasetya,u+NS*7Wb*o,+62 (64) 126-0848,Admin
PTG00492,Kajen Yolanda,*6J5WJFauW,+62 (0505) 998-2267,Supervisor
PTG00493,Murti Januar,4j3I#zo&9#,(045) 028 2313,Supervisor
PTG00494,Diah Halimah,MW%5O@m7s^,+62 (310) 297-7115,Kasir
PTG00495,Hasim Maulana,_vDjD%LpP9,087 392 2198,Supervisor
PTG00496,Hasta Purnawati,cgN5EOcOK@,+62-044-500-2026,Petugas Loket
PTG00497,"Yani Nurdiyanti, S.H.",(3vRt0BHi7,+62 (0675) 418 2368,Kasir
PTG00498,R. Artawan Hutagalung,L^8V6e%S$!,+62-0208-316-8163,Admin
PTG00499,Zaenab Anggriawan,$&8N6GSvVA,+62-005-214-1070,Petugas Loket
PTG00500,Calista Fujiati,qlaR4R4!F$,+62 (0569) 729 6556,Petugas Loket
PTG00501,"Puti Rahayu Nashiruddin, M.M.",K&7ccPCh5E,0830557371,Supervisor
PTG00502,Kenari Novitasari,f4*4wbBfkr,+62-041-176-1421,Petugas Loket
PTG00503,Fitria Sihombing,HRJrINDt(3,+62-36-883-0048,Kasir
PTG00504,Jinawi Zulaika,)o3U1wMxw(,+62 (934) 104 0629,Supervisor
PTG00505,Bajragin Palastri,+NQ@REVq*2,084 974 9979,Petugas Loket
PTG00506,Cut Iriana Marpaung,#1ICIQPdbz,+62-563-163-1297,Admin
PTG00507,Zahra Thamrin,*IAIOTXUy2,+62 (01) 307-1675,Supervisor
PTG00508,Raden Zulaika,+y2Dm5MpC2,(0295) 458-5835,Admin
PTG00509,"Lili Prakasa, M.Ak",+)84Y_BxDd,+62 (814) 762 1236,Kasir
PTG00510,"Dt. Banawi Namaga, S.Sos",E*3j65Ti$9,+62 (909) 645 9872,Admin
PTG00511,"Estiawan Firmansyah, M.Pd",dMZ9CvTfP+,(0072) 173 4024,Petugas Loket
PTG00512,Martana Narpati,_2roXiIt15,0814442484,Admin
PTG00513,Mulyono Winarsih,6!Fd2Wiv(g,+62-99-414-7539,Supervisor
PTG00514,Drs. Nrima Haryanto,$7AB&k%t1p,(059) 429 9202,Kasir
PTG00515,Jatmiko Wibowo,szWNU5R&+6,+62-0424-240-6628,Supervisor
PTG00516,"Fitriani Saputra, S.Farm",$R55ZFjg3s,+62 (424) 382-6928,Petugas Loket
PTG00517,Jasmin Damanik,*@p4GTskXF,(096) 453-5917,Admin
PTG00518,Julia Gunawan,S2#VD8zw%7,(067) 989-9470,Petugas Loket
PTG00519,Tira Kurniawan,$*Xt^0Nskw,(0566) 505-1886,Admin
PTG00520,Mahfud Kuswoyo,&rc37VjryU,(093) 754-0242,Kasir
PTG00521,"Dr. Ibrahim Hidayanto, M.Kom.",sl+w8CSf5B,081 638 4936,Kasir
PTG00522,"Drs. Anastasia Winarsih, S.Sos",$f&Ql_SFC5,085 277 5867,Petugas Loket
PTG00523,Tri Pratama,$5Nec3WH&F,+62-357-617-0731,Kasir
PTG00524,Ilsa Setiawan,0I_67Odns^,+62 (0434) 852 9537,Admin
PTG00525,"Michelle Ramadan, S.Ked",J$@7MoJEAK,(0330) 990-0094,Admin
PTG00526,"Ami Wasita, S.I.Kom",&h5XQwqaFD,+62-04-709-1103,Supervisor
PTG00527,"Tgk. Restu Widiastuti, S.I.Kom",d&Ug1zCtrP,+62 (0477) 618-6870,Admin
PTG00528,Tantri Hariyah,+pnS_Ngem9,+62 (042) 330 2927,Supervisor
PTG00529,Irma Budiyanto,5R04PE4v^#,+62 (047) 852 4744,Kasir
PTG00530,"R. Ade Nainggolan, S.Psi",@)q04jJdE&,+62-135-183-0258,Supervisor
PTG00531,Faizah Santoso,&wvjR0(Sc5,+62 (028) 655 8167,Petugas Loket
PTG00532,Vanya Safitri,v34RR&gi#z,+62-429-242-1959,Admin
PTG00533,Uli Permadi,!9+X9d9H2&,+62 (303) 044 0778,Petugas Loket
PTG00534,Mumpuni Januar,E9XBnge5!C,+62 (026) 994-5206,Supervisor
PTG00535,Silvia Hutasoit,x1AynX@s)o,(082) 682 2175,Kasir
PTG00536,"Himawan Narpati, S.Sos",w#98UY&m)5,(0032) 200 7485,Supervisor
PTG00537,Dr. Unjani Mahendra,%_R91foc3u,+62-60-480-2240,Petugas Loket
PTG00538,Violet Tamba,wHyx7Io&%f,+62-016-556-2388,Supervisor
PTG00539,Paris Melani,(mXXn^GwI7,+62 (038) 604-7947,Petugas Loket
PTG00540,Parman Permata,@Gig0Qlqg),+62-053-472-8395,Admin
PTG00541,Yusuf Wasita,mC3aHUbp*H,+62 (58) 228-2801,Petugas Loket
PTG00542,Sutan Candra Prasasta,sQJf3BnI^@,+62-0744-959-7521,Petugas Loket
PTG00543,Garda Usada,s1eWPPk8$x,+62 (67) 511-9976,Petugas Loket
PTG00544,Juli Prasetyo,%^ENAlHRJ9,082 016 3015,Petugas Loket
PTG00545,Dr. Sadina Uyainah,28ShIbeG#U,+62 (080) 403 3480,Supervisor
PTG00546,Salman Sitorus,$rXzNuh8r7,(074) 627-2053,Admin
PTG00547,Tami Salahudin,W)9CIdu+Pg,0830775582,Kasir
PTG00548,Vinsen Manullang,4&HZ72!ijN,+62 (098) 177-5512,Supervisor
PTG00549,Hj. Shakila Saefullah,W03*1Z1ji%,(0765) 659 0705,Supervisor
PTG00550,Ilsa Suryatmi,%iRaUplj_3,(034) 153 5977,Supervisor
PTG00551,Aslijan Wijayanti,ZM1iXDbk!d,+62 (641) 354 7416,Petugas Loket
PTG00552,Tgk. Taufik Yulianti,b+pR7G@th^,(0581) 660-2841,Kasir
PTG00553,"Sutan Hendra Marbun, S.H.",A$64OKfayb,0855950837,Supervisor
PTG00554,Kasiyah Waskita,2n*^1cOa*!,+62-078-692-8551,Supervisor
PTG00555,Tiara Mangunsong,jbjSJz6z@5,(007) 072-2883,Kasir
PTG00556,Victoria Hutasoit,mhX32ZlAO$,(0967) 148-0300,Admin
PTG00557,Samiah Pradana,mr60L1zIs^,088 669 1122,Kasir
PTG00558,Raden Marbun,0ql&4UvUy@,(0446) 532 5544,Kasir
PTG00559,Balapati Nurdiyanti,s83V1xc_@y,(0684) 184 7146,Petugas Loket
PTG00560,"Cahyanto Marbun, S.Ked",657%41Vq@2,(0709) 067 6183,Supervisor
PTG00561,"drg. Harja Megantara, M.Ak",^0%IPO$SnH,(093) 032 6456,Petugas Loket
PTG00562,Raisa Aryani,*HBDhX@s64,+62 (0251) 970-1815,Admin
PTG00563,Drs. Baktianto Nainggolan,&w80xEs6sf,+62 (21) 690 8875,Supervisor
PTG00564,"T. Kamidin Anggriawan, S.E.I",z)hn3GZyE5,+62 (469) 351 0214,Admin
PTG00565,Umaya Irawan,#8PHeT!glp,+62-056-870-9412,Admin
PTG00566,Tami Wibowo,!liY53Cm(T,+62-0459-731-7303,Supervisor
PTG00567,Cecep Saptono,6ChOXzDj)x,(0318) 156 0542,Petugas Loket
PTG00568,Anastasia Hasanah,fANn)9LsHr,+62 (89) 722 6934,Supervisor
PTG00569,Tgk. Embuh Zulaika,X3cSDIaG!W,+62 (68) 709 7777,Kasir
PTG00570,dr. Nadia Gunarto,_IF3VSls^k,+62 (028) 962-2068,Supervisor
PTG00571,"Vero Marbun, S.Pd",$j$_HugGk2,+62-0069-523-5786,Kasir
PTG00572,Victoria Mandala,P5e4kC7e)C,+62 (019) 804-2554,Kasir
PTG00573,Karta Ardianto,3AOC#TnJ^x,+62-039-221-3170,Kasir
PTG00574,Luthfi Simbolon,w(6RNQNuQg,+62 (629) 179-6441,Supervisor
PTG00575,Ajeng Prakasa,$2R^$RBr+@,+62 (454) 164-8792,Petugas Loket
PTG00576,"Saka Hidayat, S.Gz",%Bg6EINe8n,0854833095,Supervisor
PTG00577,drg. Caket Prakasa,R8JkGmy++N,(0015) 019 6797,Admin
PTG00578,"Cahyadi Dabukke, M.Ak",)(T5C)4sT#,+62 (829) 158 5511,Petugas Loket
PTG00579,Zaenab Prabowo,Wy7MCMdj)A,+62-0962-625-9188,Petugas Loket
PTG00580,Mustofa Hidayat,wxt4UsKkN#,(0872) 965 7156,Supervisor
PTG00581,"H. Soleh Samosir, S.H.",(tl7F@99V0,(057) 376-2426,Supervisor
PTG00582,Talia Mandala,+#5W$Iftny,+62-0117-226-4147,Kasir
PTG00583,"dr. Lili Pertiwi, S.Ked",)X41XQil0!,(077) 153-9022,Admin
PTG00584,Vivi Marpaung,j+!f4TOxZJ,+62 (0278) 735-5404,Admin
PTG00585,Maras Prayoga,@fhTKEpw46,+62 (0539) 252 8783,Kasir
PTG00586,Mutia Napitupulu,$v8DDo3h5A,0853720335,Petugas Loket
PTG00587,Gaman Hidayanto,&C0OEhBp%V,(041) 199 2551,Petugas Loket
PTG00588,Galur Pradipta,QPom0rsyg(,+62 (057) 557-1663,Supervisor
PTG00589,Yusuf Mulyani,6o_2)Inqar,+62-07-615-0420,Admin
PTG00590,Rachel Purwanti,_zWMQ23x@6,(010) 392-7888,Petugas Loket
PTG00591,R. Kawaya Riyanti,yG(vTIzN$0,+62-050-965-6882,Supervisor
PTG00592,Natalia Nugroho,we+(Z0Ap9+,+62 (0078) 308-3069,Kasir
PTG00593,Putri Rahimah,ZD9SI9Ld)v,+62 (085) 711 6456,Supervisor
PTG00594,Gara Winarsih,z6h5tMgu)#,+62-0777-303-1678,Kasir
PTG00595,Cici Rahayu,#N+pDl_Fm6,+62-080-998-3976,Admin
PTG00596,"Jagapati Prakasa, M.TI.",FG(7Ej4b#U,+62 (0930) 741-7996,Admin
PTG00597,Humaira Zulkarnain,&22Qt_+jY%,+62-056-771-2515,Petugas Loket
PTG00598,Drs. Okto Gunawan,0pQ!^H$u%1,0844790986,Supervisor
PTG00599,"Sutan Hamzah Hutasoit, S.Psi",BSm7M+tl#T,+62 (037) 371 4503,Admin
PTG00600,Raihan Kusumo,(0V)W(ieIG,089 119 9256,Petugas Loket
PTG00601,"Murti Rahimah, S.E.I",r79xN^&h%(,+62 (132) 517 9044,Supervisor
PTG00602,Ani Mardhiyah,h^ls6AsL3@,+62 (0572) 275 7940,Supervisor
PTG00603,Tari Santoso,7o3uG!v6*!,(041) 060 3267,Petugas Loket
PTG00604,Gina Haryanto,O+8B#lRICI,(006) 400 4748,Supervisor
PTG00605,Malika Rahimah,%8QM6^!yH*,(0594) 933-0781,Admin
PTG00606,Wadi Hidayanto,inz8@1Swv*,+62 (0333) 849 6552,Petugas Loket
PTG00607,Kasim Kurniawan,5*!0%GxVGH,(0731) 739-4624,Admin
PTG00608,drg. Nasim Maryadi,F$a8LNmSbq,+62-179-670-6055,Petugas Loket
PTG00609,Ir. Baktianto Kuswandari,)r(5OdtXv$,0897014557,Kasir
PTG00610,Slamet Pradipta,)dIfyvhxE3,(000) 011 0156,Admin
