ID_Transaksi,ID_Petugas,Nama_Pembeli,Tgl_Transaksi,Metode_Transaksi
TRX0002973,PTG09717,"Praba Nuraini, S.IP",2024-11-12,QRIS
TRX0002974,PTG06258,"Radit Kuswandari, S.E.I",2025-06-30,QRIS
TRX0002975,PTG02898,Ayu Mardhiyah,2025-04-14,Tunai
TRX0002976,PTG02814,Nasab Pratiwi,2025-06-29,Transfer
TRX0002977,PTG08390,Safina Prakasa,2025-04-20,QRIS
TRX0002978,PTG03409,R. Hesti Kusmawati,2025-08-21,QRIS
TRX0002979,PTG04119,Opung Hutapea,2024-11-24,Tunai
TRX0002980,PTG04277,Kacung Maryadi,2024-10-26,Transfer
TRX0002981,PTG00606,Tania Hariyah,2025-08-11,Tunai
TRX0002982,PTG09438,Gilda Mandala,2024-11-20,QRIS
TRX0002983,PTG02928,Surya Hastuti,2024-10-27,Kartu Debit
TRX0002984,PTG07557,Kenari Siregar,2024-10-25,Transfer
TRX0002985,PTG06546,Hani Yuniar,2025-01-24,Transfer
TRX0002986,PTG02440,"Kamila Aryani, M.Ak",2025-08-30,QRIS
TRX0002987,PTG01748,Maya Maulana,2025-02-23,QRIS
TRX0002988,PTG03903,Drs. Tri Hutasoit,2025-06-17,Tunai
TRX0002989,PTG00719,Zahra Hutagalung,2025-09-14,QRIS
TRX0002990,PTG03671,Hafshah Napitupulu,2024-11-12,Tunai
TRX0002991,PTG08883,Sutan Malik Situmorang,2025-05-11,Tunai
TRX0002992,PTG04770,Ajeng Napitupulu,2025-01-06,QRIS
TRX0002993,PTG03630,"Tgk. Kasiyah Rahimah, M.M.",2025-05-18,Tunai
TRX0002994,PTG00549,Hj. Hamima Tamba,2025-06-06,Tunai
TRX0002995,PTG02797,"dr. Opung Wacana, M.Kom.",2025-01-05,QRIS
TRX0002996,PTG09990,Cut Diana Namaga,2025-08-12,Tunai
TRX0002997,PTG04833,"Ade Yuliarti, S.E.I",2025-03-23,Kartu Debit
TRX0002998,PTG06096,Widya Hutapea,2024-12-12,QRIS
TRX0002999,PTG07874,H. Irnanto Anggraini,2025-09-25,Kartu Debit
TRX0003000,PTG09785,Digdaya Hutagalung,2025-01-30,Tunai
TRX0003001,PTG07631,Ganjaran Rajasa,2025-03-04,Tunai
TRX0003002,PTG03603,Jane Manullang,2025-05-06,QRIS
TRX0003003,PTG09249,Drs. Gaiman Sitompul,2024-12-29,QRIS
TRX0003004,PTG01106,"Galiono Sudiati, S.E.I",2025-08-12,QRIS
TRX0003005,PTG06761,Michelle Rahimah,2025-01-11,Tunai
TRX0003006,PTG07755,Cindy Sitompul,2025-02-07,Transfer
TRX0003007,PTG08333,Hana Pangestu,2025-01-12,QRIS
TRX0003008,PTG07751,"Ulya Sitompul, S.I.Kom",2025-09-27,Tunai
TRX0003009,PTG02358,Melinda Safitri,2024-10-22,Kartu Debit
TRX0003010,PTG01829,Wasis Nugroho,2025-08-31,Transfer
TRX0003011,PTG08015,Cut Ana Uyainah,2024-11-22,Transfer
TRX0003012,PTG04982,R. Fitriani Riyanti,2024-10-31,Tunai
TRX0003013,PTG09911,H. Darman Damanik,2025-01-14,Kartu Debit
TRX0003014,PTG08820,Maya Permata,2024-11-02,Transfer
TRX0003015,PTG03921,"Aurora Tamba, M.Farm",2025-08-17,Transfer
TRX0003016,PTG03460,Galih Nababan,2025-08-21,Tunai
TRX0003017,PTG06938,Karimah Saputra,2024-12-18,QRIS
TRX0003018,PTG05662,Kartika Wibisono,2025-08-24,Kartu Debit
TRX0003019,PTG06506,"Humaira Agustina, S.Sos",2024-12-20,Tunai
TRX0003020,PTG03964,R. Wirda Purwanti,2025-08-30,QRIS
TRX0003021,PTG05617,"Balapati Habibi, M.Ak",2025-01-22,Transfer
TRX0003022,PTG02276,Dwi Gunarto,2025-06-14,Tunai
TRX0003023,PTG02522,"Wani Irawan, M.TI.",2025-04-12,Transfer
TRX0003024,PTG07269,Titin Haryanto,2025-09-08,Kartu Debit
TRX0003025,PTG01627,"Daliman Tarihoran, S.Ked",2025-08-05,Kartu Debit
TRX0003026,PTG07488,Talia Wijayanti,2025-05-06,Tunai
TRX0003027,PTG00556,"dr. Arta Mahendra, S.E.I",2025-07-13,Tunai
TRX0003028,PTG02821,"Ami Saefullah, S.Ked",2025-05-27,Tunai
TRX0003029,PTG09029,Lasmanto Firmansyah,2024-11-21,QRIS
TRX0003030,PTG05609,Bakti Suryono,2025-08-21,Tunai
TRX0003031,PTG07420,"Anom Mulyani, M.Ak",2024-12-01,Transfer
TRX0003032,PTG09678,KH. Eluh Megantara,2025-02-25,QRIS
TRX0003033,PTG08947,Puspa Pranowo,2024-11-18,Transfer
TRX0003034,PTG03632,"Bakijan Rajasa, S.E.I",2025-02-14,Tunai
TRX0003035,PTG01505,Tgk. Ilsa Halimah,2025-10-06,Kartu Debit
TRX0003036,PTG09023,Rusman Mansur,2025-07-30,Transfer
TRX0003037,PTG05939,Yuni Handayani,2025-03-18,QRIS
TRX0003038,PTG00553,"Salwa Pratiwi, S.T.",2025-09-27,QRIS
TRX0003039,PTG02267,Eka Maheswara,2025-03-20,QRIS
TRX0003040,PTG06499,Gada Rahayu,2025-03-02,QRIS
TRX0003041,PTG00344,Galiono Prastuti,2024-11-07,Kartu Debit
TRX0003042,PTG00395,"Puti Ira Mangunsong, S.H.",2024-12-29,QRIS
TRX0003043,PTG06495,Ridwan Waluyo,2024-11-17,QRIS
TRX0003044,PTG03413,H. Darijan Sihotang,2024-12-19,Transfer
TRX0003045,PTG09948,Ami Prasasta,2025-01-31,Tunai
TRX0003046,PTG00809,Candra Anggraini,2024-10-28,QRIS
TRX0003047,PTG00168,Gilda Utama,2025-07-01,Tunai
TRX0003048,PTG05474,Dinda Rajasa,2025-08-06,Kartu Debit
TRX0003049,PTG02926,Rachel Samosir,2025-10-07,Kartu Debit
TRX0003050,PTG05343,Nadine Pratama,2025-01-22,Tunai
TRX0003051,PTG07058,"dr. Gatra Prabowo, M.M.",2025-08-17,Transfer
TRX0003052,PTG06767,drg. Langgeng Saputra,2025-08-06,Transfer
TRX0003053,PTG02499,Cemeti Hutasoit,2025-09-07,Transfer
TRX0003054,PTG02649,R. Raditya Zulaika,2025-01-24,QRIS
TRX0003055,PTG00200,Asmadi Purwanti,2025-03-26,QRIS
TRX0003056,PTG04003,Drs. Cindy Suartini,2024-11-19,Kartu Debit
TRX0003057,PTG05240,R. Paris Puspasari,2025-02-03,Transfer
TRX0003058,PTG01531,Juli Nuraini,2024-11-29,Transfer
TRX0003059,PTG03208,Calista Hastuti,2025-04-12,QRIS
TRX0003060,PTG09167,Yuliana Saptono,2025-09-09,QRIS
TRX0003061,PTG08503,Malika Riyanti,2025-09-12,QRIS
TRX0003062,PTG02521,"Hj. Rachel Pratama, S.Sos",2025-04-10,Tunai
TRX0003063,PTG09367,Ana Laksmiwati,2024-12-07,QRIS
TRX0003064,PTG01529,Rama Pangestu,2024-12-03,QRIS
TRX0003065,PTG04842,R. Syahrini Nasyiah,2025-06-17,QRIS
TRX0003066,PTG07067,"Dt. Manah Manullang, S.T.",2025-09-09,Transfer
TRX0003067,PTG00725,dr. Mustofa Simanjuntak,2025-08-30,QRIS
TRX0003068,PTG03070,Jamalia Siregar,2024-11-13,QRIS
TRX0003069,PTG05523,Harsaya Siregar,2025-02-18,Kartu Debit
TRX0003070,PTG09588,Lala Hutasoit,2025-05-14,Kartu Debit
TRX0003071,PTG03060,"Hj. Hani Sitompul, M.Farm",2024-10-25,Kartu Debit
TRX0003072,PTG03149,Saiful Santoso,2025-09-09,Tunai
TRX0003073,PTG03969,Maman Mansur,2025-07-17,Transfer
TRX0003074,PTG01442,drg. Artanto Prastuti,2025-05-31,Tunai
TRX0003075,PTG08351,Cakrabirawa Siregar,2025-08-05,Tunai
TRX0003076,PTG08356,"R. Putri Tarihoran, S.Kom",2025-05-08,Transfer
TRX0003077,PTG09686,Dr. Jagapati Yuliarti,2025-01-18,Transfer
TRX0003078,PTG08892,"Sutan Estiono Laksita, S.H.",2024-11-09,Tunai
TRX0003079,PTG07501,Kani Halimah,2024-11-28,QRIS
TRX0003080,PTG03513,"R. Anita Wacana, S.Ked",2025-10-15,QRIS
TRX0003081,PTG07511,"Suci Mahendra, S.T.",2025-09-29,Transfer
TRX0003082,PTG09964,"Drs. Omar Situmorang, M.Kom.",2024-11-15,Tunai
TRX0003083,PTG03813,Silvia Simbolon,2025-07-05,Transfer
TRX0003084,PTG01377,"Drs. Yuni Sitorus, S.Sos",2025-10-17,Kartu Debit
TRX0003085,PTG05477,Nasab Permadi,2025-08-16,Tunai
TRX0003086,PTG05200,"Jagapati Wulandari, M.Farm",2024-11-29,QRIS
TRX0003087,PTG06996,"R.M. Kasusra Gunarto, S.Pt",2025-03-26,Kartu Debit
TRX0003088,PTG03882,Galih Nainggolan,2025-07-02,Transfer
TRX0003089,PTG07191,Reksa Susanti,2024-10-29,Kartu Debit
TRX0003090,PTG01196,Samiah Puspasari,2025-02-23,Tunai
TRX0003091,PTG07448,"Tgk. Gaman Sihombing, S.E.I",2025-08-29,Transfer
TRX0003092,PTG07199,Mursinin Novitasari,2025-02-28,Kartu Debit
TRX0003093,PTG09128,Prakosa Hakim,2025-06-18,Kartu Debit
TRX0003094,PTG06846,Koko Waskita,2024-11-25,QRIS
TRX0003095,PTG09933,Azalea Utama,2025-06-05,Kartu Debit
TRX0003096,PTG03851,Omar Farida,2025-02-16,Transfer
TRX0003097,PTG04765,Siti Widiastuti,2025-02-12,Kartu Debit
TRX0003098,PTG00441,Damu Wastuti,2025-08-16,QRIS
TRX0003099,PTG07808,Aurora Pratiwi,2025-04-07,Tunai
TRX0003100,PTG05727,Tgk. Karimah Nuraini,2025-08-06,Tunai
TRX0003101,PTG02228,"Drs. Candra Winarno, S.Psi",2025-05-21,Tunai
TRX0003102,PTG01559,"Luwes Mandasari, S.I.Kom",2025-01-03,Transfer
TRX0003103,PTG05423,Artanto Marbun,2025-08-22,Tunai
TRX0003104,PTG06060,Kairav Budiman,2024-10-24,Transfer
TRX0003105,PTG06495,T. Galuh Halimah,2025-05-26,Transfer
TRX0003106,PTG05395,Jarwi Pertiwi,2025-07-04,Tunai
TRX0003107,PTG07513,Garang Firmansyah,2025-02-22,Tunai
TRX0003108,PTG02429,Eja Dabukke,2025-01-27,QRIS
TRX0003109,PTG05788,Cici Sudiati,2025-04-20,QRIS
TRX0003110,PTG02417,Gatra Prasetya,2025-01-18,Kartu Debit
TRX0003111,PTG07439,Bahuraksa Nurdiyanti,2024-12-24,QRIS
TRX0003112,PTG07132,"Tgk. Kania Nugroho, M.Ak",2024-11-27,Transfer
TRX0003113,PTG04678,Raina Megantara,2025-03-14,QRIS
TRX0003114,PTG03108,Qori Hariyah,2025-01-09,Transfer
TRX0003115,PTG02158,Jasmin Damanik,2025-05-01,Transfer
TRX0003116,PTG09025,"Mala Siregar, M.Pd",2024-12-26,Transfer
TRX0003117,PTG07298,"R. Kiandra Kuswoyo, S.I.Kom",2025-01-27,Transfer
TRX0003118,PTG01218,"Kamidin Suwarno, S.Farm",2025-01-28,Transfer
TRX0003119,PTG00131,Rahman Anggriawan,2024-11-11,Transfer
TRX0003120,PTG08104,"Dr. Indah Widodo, S.Pd",2025-05-24,Transfer
TRX0003121,PTG03056,Elma Iswahyudi,2024-12-29,Transfer
TRX0003122,PTG00501,Zulaikha Usamah,2025-10-06,QRIS
TRX0003123,PTG04964,"Tgk. Gaduh Utami, S.Sos",2025-06-30,QRIS
TRX0003124,PTG00154,Lili Uwais,2025-05-08,Tunai
TRX0003125,PTG00198,"Galar Nurdiyanti, S.Sos",2025-09-20,QRIS
TRX0003126,PTG05822,"Eli Siregar, M.Kom.",2025-06-15,Transfer
TRX0003127,PTG04915,"KH. Martana Irawan, S.E.I",2025-03-14,QRIS
TRX0003128,PTG04495,"Tgk. Raihan Mulyani, S.Psi",2025-02-06,Kartu Debit
TRX0003129,PTG03031,Gamanto Nashiruddin,2024-12-01,Transfer
TRX0003130,PTG08192,"Imam Aryani, M.Farm",2025-08-14,Transfer
TRX0003131,PTG08197,Yance Hassanah,2025-05-22,Tunai
TRX0003132,PTG08086,Hana Dabukke,2025-09-11,Transfer
TRX0003133,PTG07932,Paiman Prakasa,2025-04-25,Transfer
TRX0003134,PTG04523,"Drs. Wardi Zulkarnain, S.Farm",2024-11-17,Transfer
TRX0003135,PTG03235,Lidya Sihombing,2025-10-06,QRIS
TRX0003136,PTG07663,Balijan Usamah,2024-11-14,Kartu Debit
TRX0003137,PTG02743,"Kasiran Siregar, M.Ak",2024-11-13,Tunai
TRX0003138,PTG04352,Danuja Haryanto,2025-03-04,QRIS
TRX0003139,PTG04700,Embuh Yuliarti,2025-08-02,Transfer
TRX0003140,PTG08012,R.A. Dian Hidayanto,2025-05-30,Kartu Debit
TRX0003141,PTG02388,Latika Saputra,2025-05-13,Transfer
TRX0003142,PTG05513,"Dr. Daryani Hardiansyah, S.Pt",2025-10-15,QRIS
TRX0003143,PTG09360,Ivan Lestari,2025-03-20,QRIS
TRX0003144,PTG09133,Tasnim Saputra,2024-11-19,QRIS
TRX0003145,PTG09157,Rendy Marbun,2025-08-09,Transfer
TRX0003146,PTG08130,Adinata Rajasa,2025-02-04,QRIS
TRX0003147,PTG09460,Cut Rachel Zulkarnain,2025-08-06,Kartu Debit
TRX0003148,PTG05973,Mumpuni Mandasari,2025-03-15,QRIS
TRX0003149,PTG09755,Ami Suartini,2025-09-23,Kartu Debit
TRX0003150,PTG07105,Bambang Mandala,2025-05-24,QRIS
TRX0003151,PTG01743,Cut Cinta Gunawan,2025-06-22,Transfer
TRX0003152,PTG00404,Darman Damanik,2025-05-01,Tunai
TRX0003153,PTG08298,Oliva Utama,2025-06-27,Kartu Debit
TRX0003154,PTG01529,"Lalita Nashiruddin, S.Sos",2025-05-02,Tunai
TRX0003155,PTG06913,Gasti Megantara,2025-02-07,Transfer
TRX0003156,PTG03601,T. Daliono Wibisono,2025-09-29,QRIS
TRX0003157,PTG09965,Wawan Anggraini,2024-10-29,Tunai
TRX0003158,PTG06460,drg. Padmi Rahayu,2025-04-02,Transfer
TRX0003159,PTG01771,Amelia Maryadi,2025-05-14,Transfer
TRX0003160,PTG04324,Hartaka Maheswara,2025-02-08,QRIS
TRX0003161,PTG06336,Faizah Wastuti,2025-03-06,QRIS
TRX0003162,PTG09513,"Keisha Mahendra, S.Kom",2025-07-19,QRIS
TRX0003163,PTG06542,"drg. Rahayu Pradipta, S.Gz",2025-05-29,Kartu Debit
TRX0003164,PTG05472,"Sutan Anggabaya Hariyah, S.Pd",2025-06-22,Kartu Debit
TRX0003165,PTG06794,Soleh Budiyanto,2024-11-28,Tunai
TRX0003166,PTG03016,"Sutan Karna Wibisono, S.Kom",2024-11-06,Tunai
TRX0003167,PTG08095,Kamila Mustofa,2025-09-08,Kartu Debit
TRX0003168,PTG02320,Nabila Uyainah,2025-10-15,QRIS
TRX0003169,PTG05122,Dodo Sudiati,2025-06-16,Tunai
TRX0003170,PTG03896,Ir. Kasiran Saefullah,2024-10-19,Tunai
TRX0003171,PTG09531,Mumpuni Wacana,2024-12-31,Kartu Debit
TRX0003172,PTG01833,Ir. Prayitna Nuraini,2025-04-25,Transfer
TRX0003173,PTG07543,"Drs. Kemal Halimah, S.Psi",2025-10-06,Transfer
TRX0003174,PTG04794,Cut Farhunnisa Narpati,2025-08-14,QRIS
TRX0003175,PTG07877,drg. Kiandra Utami,2025-01-15,QRIS
TRX0003176,PTG04891,"dr. Baktiadi Laksita, S.Gz",2025-09-04,Tunai
TRX0003177,PTG09122,Danu Winarsih,2024-10-25,QRIS
TRX0003178,PTG04887,Lintang Hakim,2025-04-15,Transfer
TRX0003179,PTG07140,Zulfa Mahendra,2025-01-14,QRIS
TRX0003180,PTG04544,Rahayu Sitompul,2025-07-23,QRIS
TRX0003181,PTG03652,Okta Hakim,2025-03-13,Kartu Debit
TRX0003182,PTG00659,Paulin Ardianto,2025-08-30,QRIS
TRX0003183,PTG07722,Wira Nuraini,2025-08-19,QRIS
TRX0003184,PTG04453,Rama Mustofa,2025-05-20,QRIS
TRX0003185,PTG01350,"Sarah Puspasari, S.Farm",2025-07-31,QRIS
TRX0003186,PTG08393,Legawa Ramadan,2025-02-06,Kartu Debit
TRX0003187,PTG05033,Tina Utami,2025-07-11,QRIS
TRX0003188,PTG09771,R. Ade Iswahyudi,2024-11-20,Tunai
TRX0003189,PTG05588,Martani Saragih,2024-12-16,Tunai
TRX0003190,PTG02837,Nadia Pratiwi,2025-04-20,Transfer
TRX0003191,PTG02572,"Ir. Siti Budiman, S.Pd",2024-10-27,QRIS
TRX0003192,PTG01102,Drs. Ivan Kurniawan,2025-07-02,QRIS
TRX0003193,PTG09211,"Dr. Lalita Wulandari, S.E.I",2025-03-29,Kartu Debit
TRX0003194,PTG06161,Agus Usada,2024-11-17,Tunai
TRX0003195,PTG01226,Drs. Parman Wacana,2025-02-09,Kartu Debit
TRX0003196,PTG05170,T. Tugiman Suryono,2025-07-31,QRIS
TRX0003197,PTG00090,"Dr. Mutia Sudiati, S.Pd",2025-02-22,Tunai
TRX0003198,PTG05081,Nadine Santoso,2025-01-26,Tunai
TRX0003199,PTG08589,Kamaria Oktaviani,2025-08-07,Kartu Debit
TRX0003200,PTG06915,Cinthia Prabowo,2025-07-22,Tunai
TRX0003201,PTG06082,Hasta Gunawan,2025-02-08,Kartu Debit
TRX0003202,PTG04567,Prasetya Mansur,2025-09-10,Tunai
TRX0003203,PTG00982,Dewi Kurniawan,2025-08-27,QRIS
TRX0003204,PTG08265,Uchita Siregar,2025-03-28,Kartu Debit
TRX0003205,PTG09452,Betania Wijaya,2025-07-28,Tunai
TRX0003206,PTG08604,"Patricia Habibi, S.T.",2024-11-27,Tunai
TRX0003207,PTG02542,R.A. Cinta Salahudin,2025-04-08,Kartu Debit
TRX0003208,PTG08157,Shakila Zulkarnain,2025-06-10,Transfer
TRX0003209,PTG02637,Damu Natsir,2025-09-27,QRIS
TRX0003210,PTG09391,Ellis Utami,2025-05-01,Tunai
TRX0003211,PTG09871,H. Kamidin Nababan,2024-12-30,Transfer
TRX0003212,PTG05083,Hesti Wastuti,2025-01-12,Transfer
TRX0003213,PTG08189,Widya Hutasoit,2025-06-16,QRIS
TRX0003214,PTG09865,"Tiara Ardianto, M.TI.",2025-01-19,Kartu Debit
TRX0003215,PTG08258,Reksa Yulianti,2025-01-06,QRIS
TRX0003216,PTG07492,"Shania Wibisono, S.E.",2025-02-24,QRIS
TRX0003217,PTG02797,Gina Fujiati,2025-09-03,Transfer
TRX0003218,PTG08261,"Endra Suartini, M.Ak",2025-07-28,Tunai
TRX0003219,PTG06073,dr. Utama Haryanto,2024-12-31,QRIS
TRX0003220,PTG01269,"Dr. Sari Habibi, M.Ak",2025-07-31,QRIS
TRX0003221,PTG06654,T. Endra Suartini,2025-07-21,Transfer
TRX0003222,PTG04888,"drg. Padma Sitorus, S.Farm",2025-09-16,Transfer
TRX0003223,PTG08020,Kayun Pangestu,2025-04-15,Transfer
TRX0003224,PTG09704,Harsanto Pratama,2025-01-18,QRIS
TRX0003225,PTG02223,Laila Ramadan,2025-08-08,Tunai
TRX0003226,PTG04465,drg. Tira Puspasari,2025-09-05,Transfer
TRX0003227,PTG00560,dr. Diana Nababan,2025-07-21,Tunai
TRX0003228,PTG06634,Intan Dabukke,2025-06-23,Tunai
TRX0003229,PTG04727,Dalima Kuswandari,2025-03-09,Transfer
TRX0003230,PTG06788,"dr. Jaiman Mustofa, S.Ked",2025-06-16,Transfer
TRX0003231,PTG08100,"Hj. Ade Hassanah, S.Gz",2025-05-13,QRIS
TRX0003232,PTG09828,Hendra Haryanti,2024-10-19,Kartu Debit
TRX0003233,PTG03000,Drs. Sarah Mustofa,2025-06-25,QRIS
TRX0003234,PTG06398,Vanesa Latupono,2024-10-22,QRIS
TRX0003235,PTG08336,Mariadi Mandasari,2024-12-14,QRIS
TRX0003236,PTG07495,Mustika Farida,2025-10-05,Kartu Debit
TRX0003237,PTG00495,R.A. Ana Winarsih,2025-05-02,QRIS
TRX0003238,PTG00285,Enteng Irawan,2025-01-24,QRIS
TRX0003239,PTG07704,Balamantri Fujiati,2025-02-22,QRIS
TRX0003240,PTG09763,Keisha Adriansyah,2024-12-07,Kartu Debit
TRX0003241,PTG05906,Xanana Hidayanto,2025-04-23,Transfer
TRX0003242,PTG02673,"Gawati Siregar, S.H.",2024-10-23,Tunai
TRX0003243,PTG08731,Jarwa Pratiwi,2025-01-30,Tunai
TRX0003244,PTG04162,Laksana Mandala,2025-03-14,Tunai
TRX0003245,PTG05636,Bakijan Prabowo,2025-04-12,QRIS
TRX0003246,PTG08205,Putri Winarsih,2025-04-15,QRIS
TRX0003247,PTG06778,Tira Oktaviani,2025-02-28,QRIS
TRX0003248,PTG02827,"Dina Sihombing, M.M.",2025-01-13,Tunai
TRX0003249,PTG08754,Cut Karen Kusmawati,2025-05-17,Transfer
TRX0003250,PTG05913,Sadina Gunawan,2025-01-25,Tunai
TRX0003251,PTG05986,"T. Teguh Kusmawati, S.I.Kom",2025-01-14,Transfer
TRX0003252,PTG00827,Bajragin Prayoga,2025-03-10,Kartu Debit
TRX0003253,PTG06315,Michelle Agustina,2025-09-17,Transfer
TRX0003254,PTG00025,Salsabila Prakasa,2025-01-20,QRIS
TRX0003255,PTG04114,"Cut Siti Hardiansyah, S.Pd",2025-09-10,Transfer
TRX0003256,PTG06529,"Jarwi Hariyah, S.E.",2025-01-27,Tunai
TRX0003257,PTG02317,Bahuraksa Habibi,2025-08-03,QRIS
TRX0003258,PTG04516,Budi Fujiati,2025-08-18,Transfer
TRX0003259,PTG01977,Laras Mangunsong,2025-05-17,Tunai
TRX0003260,PTG07924,Puti Setiawan,2025-02-15,Transfer
TRX0003261,PTG08244,drg. Irwan Mandasari,2024-10-31,QRIS
TRX0003262,PTG06312,Pandu Purnawati,2025-04-03,Transfer
TRX0003263,PTG07384,Banara Siregar,2025-10-05,QRIS
TRX0003264,PTG04085,Usyi Mardhiyah,2025-06-30,Kartu Debit
TRX0003265,PTG09170,Tania Samosir,2025-06-11,QRIS
TRX0003266,PTG08875,Vanya Prayoga,2025-07-31,QRIS
TRX0003267,PTG00558,"Latif Melani, S.E.I",2025-01-12,Kartu Debit
TRX0003268,PTG00363,Padmi Dabukke,2025-07-08,Tunai
TRX0003269,PTG03926,Rini Agustina,2025-03-09,QRIS
TRX0003270,PTG02279,"Dr. Natalia Hutasoit, M.Pd",2025-07-31,Transfer
TRX0003271,PTG03733,Cornelia Gunarto,2025-03-26,QRIS
TRX0003272,PTG05193,"Drs. Mutia Suryatmi, S.T.",2025-09-08,Tunai
TRX0003273,PTG04531,Drs. Purwanto Pangestu,2024-11-15,QRIS
TRX0003274,PTG00416,"Drs. Jelita Putra, S.Pt",2024-10-25,QRIS
TRX0003275,PTG08190,Titin Haryanti,2024-11-06,Tunai
TRX0003276,PTG00861,Wulan Riyanti,2025-03-18,Kartu Debit
TRX0003277,PTG02117,Tami Kuswandari,2025-07-09,Tunai
TRX0003278,PTG08351,Hesti Nurdiyanti,2025-05-02,Tunai
TRX0003279,PTG02503,Irma Uwais,2025-02-19,Tunai
TRX0003280,PTG01857,Tugiman Wahyuni,2025-05-03,Tunai
TRX0003281,PTG00840,Cawisadi Hassanah,2025-03-06,QRIS
TRX0003282,PTG01446,"Eja Natsir, S.Pd",2025-02-18,Transfer
TRX0003283,PTG05928,Respati Lestari,2024-12-14,Kartu Debit
TRX0003284,PTG00722,Pranawa Mardhiyah,2025-05-03,QRIS
TRX0003285,PTG09791,"Mahdi Prayoga, M.TI.",2025-08-25,Kartu Debit
TRX0003286,PTG00005,Capa Sitorus,2025-06-22,Transfer
TRX0003287,PTG02647,"Tgk. Fitria Haryanti, S.T.",2025-10-14,QRIS
TRX0003288,PTG00728,Harsaya Susanti,2025-09-15,Transfer
TRX0003289,PTG00512,Daliman Firgantoro,2025-07-27,Tunai
TRX0003290,PTG01723,R. Eka Uyainah,2024-11-25,QRIS
TRX0003291,PTG05506,"Bakianto Waluyo, S.Psi",2025-04-13,Transfer
TRX0003292,PTG06468,Asman Santoso,2025-09-06,Tunai
TRX0003293,PTG08026,Tiara Lailasari,2025-04-30,Transfer
TRX0003294,PTG08460,"dr. Yessi Oktaviani, S.IP",2025-06-28,Transfer
TRX0003295,PTG08022,Wage Farida,2025-01-25,Tunai
TRX0003296,PTG02096,Cawisadi Sudiati,2025-08-27,Kartu Debit
TRX0003297,PTG01955,Dr. Padma Winarsih,2025-08-03,Transfer
TRX0003298,PTG06124,drg. Dasa Mustofa,2025-01-30,Transfer
TRX0003299,PTG07209,"dr. Eko Ardianto, S.Pt",2025-01-03,Kartu Debit
TRX0003300,PTG06649,Rini Fujiati,2025-10-07,Tunai
TRX0003301,PTG04118,Drs. Rudi Dongoran,2025-09-21,Tunai
TRX0003302,PTG02988,Hilda Ardianto,2025-04-04,Kartu Debit
TRX0003303,PTG01798,Intan Natsir,2025-05-30,Transfer
TRX0003304,PTG00228,Ika Wijayanti,2025-05-11,Tunai
TRX0003305,PTG00182,"Tgk. Irma Agustina, S.Farm",2025-07-03,Tunai
TRX0003306,PTG08448,"Tgk. Shania Sudiati, S.Psi",2025-09-02,QRIS
TRX0003307,PTG09555,Salwa Wasita,2025-04-28,QRIS
TRX0003308,PTG02401,Drs. Cengkir Farida,2025-05-19,QRIS
TRX0003309,PTG04275,Himawan Zulkarnain,2025-04-30,Tunai
TRX0003310,PTG00142,"Oni Salahudin, S.Sos",2025-06-19,Transfer
TRX0003311,PTG05972,Victoria Marpaung,2025-10-09,Tunai
TRX0003312,PTG09078,"Nurul Samosir, S.E.I",2025-06-09,Transfer
TRX0003313,PTG04543,Ade Utami,2025-07-17,QRIS
TRX0003314,PTG08074,Puti Jelita Widiastuti,2025-10-19,Kartu Debit
TRX0003315,PTG04650,Ella Najmudin,2025-05-05,QRIS
TRX0003316,PTG07252,Ina Nasyiah,2025-09-11,Kartu Debit
TRX0003317,PTG02540,Titin Hastuti,2025-08-22,Kartu Debit
TRX0003318,PTG09504,Viktor Siregar,2025-02-06,Tunai
TRX0003319,PTG01365,Kasusra Permadi,2025-01-04,Kartu Debit
TRX0003320,PTG01301,Ir. Laila Puspasari,2025-04-12,Kartu Debit
TRX0003321,PTG04230,Drs. Dewi Mardhiyah,2025-09-18,Kartu Debit
TRX0003322,PTG06259,Hj. Winda Yulianti,2025-04-11,Kartu Debit
TRX0003323,PTG03552,Mariadi Hariyah,2025-09-01,Transfer
TRX0003324,PTG07135,Yessi Habibi,2025-01-31,Kartu Debit
TRX0003325,PTG03658,Belinda Mulyani,2025-09-12,Tunai
TRX0003326,PTG08404,Humaira Budiyanto,2025-06-02,Transfer
TRX0003327,PTG09775,Prasetya Winarsih,2025-03-19,Kartu Debit
TRX0003328,PTG08249,Omar Simbolon,2025-08-27,Kartu Debit
TRX0003329,PTG06262,"Michelle Januar, M.Kom.",2025-01-11,Transfer
TRX0003330,PTG04797,Almira Najmudin,2025-05-04,QRIS
TRX0003331,PTG08515,Hj. Dian Waskita,2025-09-26,QRIS
TRX0003332,PTG08296,Indra Wastuti,2024-11-16,QRIS
TRX0003333,PTG01414,Gambira Suartini,2025-02-11,Kartu Debit
TRX0003334,PTG07050,Farhunnisa Permata,2025-03-31,Transfer
TRX0003335,PTG06982,Sutan Jarwi Wacana,2025-03-13,Transfer
TRX0003336,PTG05626,"Dt. Jaiman Gunarto, S.Ked",2025-05-05,Kartu Debit
TRX0003337,PTG05303,Tina Nurdiyanti,2025-02-25,QRIS
TRX0003338,PTG08359,Rahmi Tampubolon,2024-11-27,QRIS
TRX0003339,PTG05408,Farah Waluyo,2024-11-02,Transfer
