ID_Petugas,Nama_Petugas,Password,Nomor_Telp,Jabatan
PTG00899,Garan Prastuti,gz3R*JYh6_,(090) 816-4812,Kasir
PTG00900,"Hj. Irma Samosir, M.Farm",#sd9BKcARD,0896591651,Petugas Loket
PTG00901,Tira Wahyudin,g&60IvlYAe,+62-079-318-4154,Kasir
PTG00902,Malik Sudiati,!1YUlpkI^D,+62-0453-372-6229,Supervisor
PTG00903,"Darsirah Mandasari, S.Gz",W%2lCg^h7I,0813343709,Petugas Loket
PTG00904,"Dr. Cengkir Wacana, S.H.",)vJuZ%si22,(0349) 791-4557,Admin
PTG00905,Citra Lailasari,(7T%d7k$Nd,+62-935-530-8201,Kasir
PTG00906,R. Mariadi Uyainah,6g$nUMbf$o,+62-79-892-2376,Kasir
PTG00907,Drs. Rahman Firmansyah,!4@5MIyFz3,(0855) 207 7297,Admin
PTG00908,Himawan Melani,(FGu6vFbHA,+62-008-623-8898,Supervisor
PTG00909,"KH. Ajimat Lestari, S.Pd",&8*AYdsnEB,+62-082-915-5738,Kasir
PTG00910,Uchita Wulandari,l6gaT2Cp^5,(0796) 446 5940,Admin
PTG00911,drg. Opung Habibi,3(LoR$%c(0,+62-796-967-5601,Petugas Loket
PTG00912,Hilda Sitorus,A@f3LlkMiy,+62 (065) 953 0795,Admin
PTG00913,"R.A. Yani Situmorang, S.E.I",&ZFBsb(1&6,082 471 1924,Petugas Loket
PTG00914,Tgk. Tri Susanti,#3ZGd8Sj#&,0865873781,Supervisor
PTG00915,Syahrini Utami,dnCU3FDkH(,(0550) 862-6140,Admin
PTG00916,Ilsa Namaga,++B5$zTakX,+62 (005) 108-6033,Kasir
PTG00917,Mustofa Sitompul,n*4zQcDw6N,(056) 080 0919,Kasir
PTG00918,Margana Laksmiwati,#5xTNIuM#e,+62-012-777-7296,Kasir
PTG00919,"Darsirah Hassanah, S.Pt",&W2pSxpusx,(071) 184-6057,Petugas Loket
PTG00920,Salimah Pranowo,!^7IebPJjt,+62 (0301) 721 4486,Supervisor
PTG00921,Ami Nuraini,7vO&F*br_3,+62 (010) 766-3301,Admin
PTG00922,Clara Hidayat,T9f9GqOl+z,+62-0668-477-3960,Kasir
PTG00923,Bahuwirya Natsir,&#2Qa5y&Fm,+62-0813-984-9499,Kasir
PTG00924,Ratna Latupono,$3wL0WFiJ8,(015) 883-2439,Admin
PTG00925,Drs. Anita Nasyiah,Z_H$(5CiZY,+62 (0262) 480-0168,Kasir
PTG00926,Padmi Yuliarti,8&7beYTywN,+62 (37) 242-9420,Kasir
PTG00927,Ajeng Mulyani,ia5EiPGt_A,+62 (65) 095 3650,Supervisor
PTG00928,Hardana Pradipta,w1bP9iTt_e,+62 (623) 110 7452,Admin
PTG00929,"Banawi Utama, M.M.",MK5HcbnMR&,+62 (62) 799 3655,Admin
PTG00930,"Zaenab Januar, S.H.",m9Otcpg0*u,080 260 0532,Supervisor
PTG00931,Jane Kusmawati,E+4VgXyvwt,(0429) 655-5687,Petugas Loket
PTG00932,Puspa Wulandari,AEQ8AOgGr&,+62 (207) 926 0157,Admin
PTG00933,Daruna Permadi,)8#^*A^d&6,(040) 741-5454,Supervisor
PTG00934,Ulya Pratiwi,Z^p2K*vk+B,+62-014-569-2764,Petugas Loket
PTG00935,Radit Gunawan,+@aFHkGii6,+62-0673-033-3642,Kasir
PTG00936,Wirda Padmasari,9TE$FAVz^p,+62-175-529-3692,Kasir
PTG00937,Kala Susanti,f7A(4ACkxA,+62 (068) 509-4939,Petugas Loket
PTG00938,Tgk. Almira Susanti,WAA7d2Xx&E,+62 (0259) 454-8946,Petugas Loket
PTG00939,"Gamblang Anggriawan, S.Kom",GOO^6N8s_C,(0453) 976-8648,Petugas Loket
PTG00940,"Drs. Tri Mangunsong, S.Pt",)SCfvHwKi0,+62 (619) 457 9510,Admin
PTG00941,"Dr. Ratih Hutagalung, S.I.Kom",4T0RDRGwg(,+62 (775) 981 0848,Supervisor
PTG00942,KH. Jagaraga Wijayanti,!o9SsiQNH(,+62 (454) 360 6837,Kasir
PTG00943,Pangestu Suryatmi,D13I7W*om(,+62 (23) 973 5187,Kasir
PTG00944,Bajragin Hidayanto,r6Mql#!h+f,+62 (05) 760-0795,Admin
PTG00945,Warta Gunawan,bS)(4qFmQ%,(032) 444 9990,Admin
PTG00946,T. Drajat Napitupulu,5m7AZ&eH+^,+62 (0496) 264-9625,Kasir
PTG00947,Ir. Laila Putra,70rcBXkC)V,+62 (30) 229 7596,Kasir
PTG00948,Cahyono Purnawati,271W3kEk(D,(001) 474 2386,Petugas Loket
PTG00949,Mulyanto Samosir,)%r9wCqC1Z,+62-0008-566-5568,Petugas Loket
PTG00950,Elma Ardianto,*BgUmrB(r7,+62 (015) 194-3339,Admin
PTG00951,"Prasetya Budiyanto, M.Ak",*2TKWbxl#!,085 859 5300,Kasir
PTG00952,Cawisadi Siregar,guH6Mu7EX&,(024) 176-4596,Admin
PTG00953,Warsita Wijaya,Q^go0Iv)KU,+62 (82) 768-8532,Supervisor
PTG00954,Cut Gilda Namaga,&DpjXIlp+1,089 790 2347,Admin
PTG00955,Malika Gunarto,)0lLQA+xej,+62-670-824-2363,Admin
PTG00956,"Drs. Eka Rahayu, S.Kom",pV&4gUo^__,+62 (0042) 665-7733,Petugas Loket
PTG00957,Nyana Laksita,&5Ql9Txs!6,+62 (095) 856 5710,Petugas Loket
PTG00958,"R.A. Kani Siregar, M.Farm",7TtHS4ka$6,+62 (0455) 034 2489,Supervisor
PTG00959,H. Carub Pertiwi,+%ln31gbKD,(0270) 912-4751,Admin
PTG00960,Dwi Rajata,#rl8KQvhS!,+62 (095) 348-5617,Petugas Loket
PTG00961,"R.A. Nurul Nuraini, M.Farm",*bIfYPf+)6,+62 (76) 018-6620,Admin
PTG00962,"Ajeng Mandala, M.Ak",z9VmFrag*D,+62 (398) 890 5793,Kasir
PTG00963,Dirja Prasasta,P&Q2QKEa@C,+62 (0338) 675-9120,Supervisor
PTG00964,"dr. Darmaji Salahudin, M.Ak",Z)G0Jixo$O,(0658) 121-3071,Petugas Loket
PTG00965,Dr. Vivi Nurdiyanti,*Uk$17AlQz,+62-041-471-4662,Admin
PTG00966,Genta Ramadan,_4CRn+gv!e,+62 (820) 238 1755,Supervisor
PTG00967,Hardana Suartini,@OPLOatOt5,(0741) 464 8995,Petugas Loket
PTG00968,"Devi Wahyudin, M.Kom.",)VW*1UNmp+,+62 (61) 488-0851,Admin
PTG00969,Dr. Capa Wahyuni,02*+1Alb*J,+62 (011) 628 8728,Petugas Loket
PTG00970,Reza Susanti,n+k5AhDsYc,(084) 932-3120,Admin
PTG00971,Aris Kusmawati,PS)7kWPia%,(098) 916 2334,Admin
PTG00972,Belinda Pudjiastuti,DrI25Zvw#5,(0725) 908 9020,Kasir
PTG00973,Ihsan Anggriawan,+8cgdvW%Bv,0826821211,Kasir
PTG00974,Hasna Pradana,&o4#4UeA!y,(070) 488 2661,Kasir
PTG00975,Vega Prastuti,+2J6MhY7Q2,+62 (0146) 752-7128,Petugas Loket
PTG00976,Puput Kusmawati,CF85WVgY#k,+62-035-550-6886,Admin
PTG00977,Balangga Permata,_&J18FJvTh,+62 (013) 263 4597,Kasir
PTG00978,Cut Zalindra Sitompul,Ua41Immx&@,(0759) 515 9132,Kasir
PTG00979,Margana Tarihoran,nbdoQxkF)9,+62 (904) 111-4319,Petugas Loket
PTG00980,Hj. Puspa Habibi,)8PInWHj_#,+62 (49) 400-9130,Admin
PTG00981,Hj. Widya Manullang,j_!+4FdP^g,+62 (34) 198 3513,Admin
PTG00982,Chandra Zulaika,!+2z0VAuAF,+62 (082) 418 0028,Admin
PTG00983,Parman Saputra,@#32kKxs)E,+62-765-827-4069,Kasir
PTG00984,"Irma Pratama, S.I.Kom",5J6W*9KyQ&,+62 (018) 084-7387,Kasir
PTG00985,Malik Permata,jS4kQ8Vgs(,(048) 883 0139,Kasir
PTG00986,Galur Wijayanti,jDltBEo0!3,+62 (0564) 551 0380,Kasir
PTG00987,"Dr. Salwa Nainggolan, M.M.",1URf2LJp!1,(073) 082 0313,Kasir
PTG00988,"Zulaikha Gunawan, S.Farm",%zna3JeYfw,+62 (008) 453-7655,Admin
PTG00989,Lasmanto Natsir,5cHuH2rb*g,+62-33-274-2180,Kasir
PTG00990,Luhung Firmansyah,0&vCqI)L(g,+62-099-322-3830,Kasir
PTG00991,Shakila Permata,gK5YkHh26^,(067) 384-8762,Petugas Loket
PTG00992,Dipa Lailasari,Ap73yE&k0(,+62 (36) 927 8956,Admin
PTG00993,R.M. Omar Farida,l4_PtLux$w,+62 (0105) 451-6100,Petugas Loket
PTG00994,R.A. Chelsea Lailasari,5_F@Nt9z(o,+62-0205-176-2927,Kasir
PTG00995,Sutan Ade Yuliarti,%o4ZkfqPah,+62 (257) 887-6760,Supervisor
PTG00996,Viktor Hastuti,+3Cc9socn$,+62-117-423-7040,Kasir
PTG00997,Prabu Rahayu,Z+3MY3A#+w,+62 (014) 192-2088,Petugas Loket
PTG00998,Padmi Melani,cE_o9vuO*9,+62 (193) 230 3747,Admin
PTG00999,Enteng Laksmiwati,zkQu3eQr(3,+62 (0398) 029 4928,Kasir
PTG01000,Asmuni Zulaika,$GJuIeu%p7,+62 (007) 858-5078,Kasir
PTG01001,Hilda Mustofa,lyR)6InfU(,+62-35-301-1318,Admin
PTG01002,Dirja Rahimah,!qZgM3thS9,(0120) 370 0342,Petugas Loket
PTG01003,"Zaenab Marbun, S.Kom",)j2Nht4G&K,+62 (001) 368 9047,Admin
PTG01004,Galang Saptono,t*2FmOjt)q,0896980668,Supervisor
PTG01005,Violet Lailasari,z$k5jPi*W1,+62-076-337-3140,Admin
PTG01006,Dt. Gadang Ardianto,(Yuwl!gi8J,(082) 427-3633,Admin
PTG01007,Galak Sudiati,PHa(Dw6k$3,+62 (0440) 271 5480,Admin
PTG01008,Hj. Zahra Yuniar,aIk(0jWl3(,+62 (63) 173 2744,Petugas Loket
PTG01009,Dr. Chelsea Prastuti,%lPMNxJ2F5,(0515) 153 6010,Kasir
PTG01010,Zelda Jailani,H(4A@BSmHF,084 523 0390,Kasir
PTG01011,Padma Adriansyah,#ilszFV9T6,081 016 8233,Admin
PTG01012,Usyi Laksita,0f0jJI(Yr#,+62-0254-399-5819,Admin
PTG01013,Kasiyah Maulana,)E0IZ(sm!3,+62 (060) 411 4251,Petugas Loket
PTG01014,Shania Gunarto,$n(X5I&f@9,+62 (511) 695 1228,Supervisor
PTG01015,Zulaikha Hidayanto,@DC!dSVe1g,+62 (0951) 926-2437,Petugas Loket
PTG01016,Laras Prakasa,F4isP9Zr!o,(018) 913-4471,Kasir
PTG01017,"Bahuraksa Mayasari, S.Pd",t26zLnaP_I,(065) 575-7727,Admin
PTG01018,Puti Queen Adriansyah,mj9DTb+ir#,+62-081-304-0077,Petugas Loket
PTG01019,"Lalita Napitupulu, S.Sos",^tSwHwGzD7,+62 (87) 593-3720,Kasir
PTG01020,Hardana Napitupulu,5pywTG5t)6,+62 (50) 066-2994,Petugas Loket
PTG01021,Febi Maulana,96BW1i_O(6,+62 (411) 794 0977,Admin
PTG01022,Narji Haryanti,KiI(7EWh0!,0816212151,Petugas Loket
PTG01023,"Puti Ira Laksmiwati, S.Pd",Q8UECCnh+Z,+62-38-931-4683,Admin
PTG01024,Cengkir Usada,8B!UsFb1+y,+62 (0533) 612 2921,Supervisor
PTG01025,Dian Pradipta,n4&0rCIi^U,+62 (028) 124 4963,Admin
PTG01026,"Natalia Padmasari, M.M.",(peyp1IeJD,+62-06-732-1926,Supervisor
PTG01027,"Syahrini Anggriawan, S.H.",3&B0H+n83b,(020) 863 9025,Supervisor
PTG01028,Dt. Harjaya Januar,(fI7NgCwUp,0885924534,Kasir
PTG01029,Daruna Prakasa,0TkUJNiY!9,(0914) 854-1374,Admin
PTG01030,Oni Puspasari,hw#0YIqj&Q,+62-0334-289-2564,Admin
PTG01031,R. Jumadi Prasasta,Qn47H98YJ#,+62 (645) 491-7775,Admin
PTG01032,Luhung Maryadi,d4414HxvV#,(0857) 051-1019,Admin
PTG01033,Jamalia Wacana,2T12Hz!7+#,+62 (19) 705-3049,Petugas Loket
PTG01034,Lasmono Hutasoit,Y38KOeu^^j,+62 (727) 485-7675,Petugas Loket
PTG01035,Umi Novitasari,J#KIcQwm#8,(0506) 215 0205,Kasir
PTG01036,Widya Kusumo,&Y+84Guo7@,+62-082-495-6072,Admin
PTG01037,Bagus Nashiruddin,YqRkpHb_%7,+62 (014) 781-3923,Supervisor
PTG01038,Cemani Gunarto,)D3JgPKwHW,+62 (0052) 393 2653,Supervisor
PTG01039,Jasmin Samosir,C4LuGd6_*c,+62-00-853-0046,Admin
PTG01040,"Puti Narpati, M.M.",7gM%f9Qp_m,+62 (075) 984 7510,Admin
PTG01041,"Xanana Yulianti, M.TI.",6*^FAujk%^,+62-0447-367-7625,Petugas Loket
PTG01042,"R. Puput Namaga, S.IP",_plhEAtdQ6,+62-859-406-3928,Admin
PTG01043,"T. Utama Oktaviani, S.Ked",&2kYkOsIHB,+62-085-604-5447,Admin
PTG01044,"Dr. Patricia Mansur, S.H.",1DW4Cc52n*,+62 (0603) 204 4304,Petugas Loket
PTG01045,Danu Hakim,z^3jtX@zCT,+62-010-815-5866,Kasir
PTG01046,Eja Hakim,@40P(j(VS!,0813368513,Admin
PTG01047,Kemba Saptono,H#9VcKvx7G,(0769) 989-7083,Supervisor
PTG01048,"H. Hasan Purnawati, S.Sos",nm!%4FQnNM,+62 (0061) 384-3002,Petugas Loket
PTG01049,"Dr. Halima Lazuardi, S.IP",+7URom1uCj,(048) 917 8559,Petugas Loket
PTG01050,"Jasmin Prasetyo, M.M.",*C0e@0Jh^U,+62-188-282-4617,Supervisor
PTG01051,Embuh Rahimah,a$9*opIum!,+62 (0893) 781-1221,Kasir
PTG01052,Tgk. Prasetyo Ardianto,p381L3u_+K,+62 (090) 210-3253,Admin
PTG01053,Ina Wibisono,&5LQIDbf#m,+62 (766) 208-9759,Admin
PTG01054,dr. Emin Lailasari,&xO1Zg_vGG,087 681 0825,Kasir
PTG01055,Dt. Marwata Jailani,Rja#3LvL*4,(0262) 128 8159,Kasir
PTG01056,Ir. Kala Hutagalung,D9UGw+lo@m,+62 (045) 886 8423,Supervisor
PTG01057,R.A. Ulva Megantara,72myAo&x#&,(034) 639 3025,Kasir
PTG01058,Umar Mangunsong,&6WpT8hI@h,(0094) 810 2591,Supervisor
PTG01059,"Ir. Salwa Samosir, M.Ak",@hooDR_nl5,(037) 953 8820,Petugas Loket
PTG01060,drg. Salwa Salahudin,!2kja^Fwiq,+62 (0703) 970-6930,Kasir
PTG01061,"Yunita Sinaga, S.IP",_kQ3JOg(4a,(013) 833 4270,Kasir
PTG01062,Drs. Umi Dongoran,777X4SPy+#,+62 (0101) 506 3194,Supervisor
PTG01063,Najam Wibowo,&8DoeYjsls,(0997) 257 1099,Kasir
PTG01064,Ina Wijayanti,C^TkXttG*8,(0644) 852-2461,Petugas Loket
PTG01065,Jumari Puspasari,ZX0MJsgg%2,+62 (0325) 325-0338,Kasir
PTG01066,Putri Zulkarnain,U!k1JstMo5,+62 (0290) 998 1527,Admin
PTG01067,Hairyanto Megantara,%tey^V_7a7,(073) 113 6495,Petugas Loket
PTG01068,"Hj. Farah Widodo, S.Sos",_7Qi0bByxs,+62-609-567-8136,Supervisor
PTG01069,R.A. Ratih Rahmawati,r4Po*Bje@P,+62 (0915) 389 9180,Petugas Loket
PTG01070,Slamet Gunarto,_YvVXRn0_1,+62 (328) 653 9312,Supervisor
PTG01071,Clara Kuswoyo,_hTRqVt664,083 314 9855,Supervisor
PTG01072,Violet Januar,^*1ltRSxrW,+62-53-360-7326,Admin
PTG01073,"R. Rahayu Palastri, S.Farm",CW&g9TnMjK,(0802) 211-6916,Supervisor
PTG01074,Usyi Padmasari,%Q1A3vapMS,087 413 8482,Supervisor
PTG01075,"Drs. Alika Laksmiwati, S.H.",D&6tIxJu_S,+62 (06) 204 7726,Admin
PTG01076,Clara Lestari,xaSD6JNgN(,+62 (087) 406-0193,Kasir
PTG01077,Vanya Pradana,qF+i^2UfMu,+62-0584-530-1913,Supervisor
PTG01078,Gabriella Pradipta,7@6!HOgGQs,(0482) 862 8993,Petugas Loket
PTG01079,Puji Mustofa,LT(1D^qc^P,+62-086-516-7957,Petugas Loket
PTG01080,"Martani Dabukke, M.Pd",!1HFBkcJZK,+62-079-035-4217,Admin
PTG01081,Dewi Wibowo,qo5eRG1%9^,+62-047-346-0367,Admin
PTG01082,Janet Saragih,kA+P_5XwpM,+62 (881) 103 7192,Kasir
PTG01083,"T. Emas Nugroho, S.Sos",$H8AJ*clN#,+62 (091) 767-7800,Admin
PTG01084,Zamira Prasetyo,_Xw(HWgpe1,+62 (0377) 045-5096,Petugas Loket
PTG01085,"Tgk. Tantri Mandala, S.Kom",u6wQrQR7#A,+62 (0188) 483-8206,Supervisor
PTG01086,Ivan Zulkarnain,2e5QnWz*9!,+62 (0442) 056 7062,Kasir
PTG01087,Sabrina Andriani,O1ScIvnH^f,+62-0562-300-4235,Petugas Loket
PTG01088,Mulyanto Mangunsong,L!6U0jf&61,+62-082-860-5497,Kasir
PTG01089,"Dian Manullang, S.E.I",*4SkPlfFA7,+62 (957) 146-3848,Kasir
PTG01090,Sabri Anggriawan,wo7tLWRdC),+62-0874-116-5608,Kasir
PTG01091,Cut Winda Siregar,V^+1AMjh0O,+62-36-356-5422,Petugas Loket
PTG01092,"Indah Pratiwi, S.Gz",^S%$_Y**0n,(098) 813-6652,Supervisor
PTG01093,"R.M. Kusuma Pradana, M.M.",+d6N_VSuR),+62-033-287-4621,Admin
PTG01094,"Nadine Wulandari, S.E.",*1G$a2VjcH,(0100) 709-5438,Supervisor
PTG01095,"H. Caraka Nasyidah, S.I.Kom",eh#)4DfLRl,+62 (543) 415-1579,Kasir
PTG01096,Febi Mayasari,I3RwR%iB)a,(0218) 396-0987,Admin
PTG01097,"Oni Putra, S.Sos",RC%7(3Gjt5,+62-029-109-5820,Supervisor
PTG01098,"R.A. Zelda Gunarto, S.Farm",_+i4UWaJ2Q,(003) 281-7094,Supervisor
PTG01099,Soleh Purnawati,1rMUwIV#)N,(019) 178-8374,Supervisor
PTG01100,Hj. Nabila Widiastuti,75AqHCQm^h,+62-043-450-0204,Supervisor
PTG01101,Rahayu Waluyo,Z@5U+8CoOX,+62 (606) 555-5390,Admin
PTG01102,Tantri Saputra,1IJLsbJP(0,+62-0536-352-6727,Kasir
PTG01103,drg. Jane Puspasari,CN53Jxzn)(,(071) 562-3347,Admin
PTG01104,Anita Sudiati,1o11eF0a&!,+62-198-784-3823,Kasir
PTG01105,"Sutan Salman Ardianto, S.IP",L5Svn5%w$h,+62 (0523) 102-3678,Kasir
PTG01106,"Balapati Suryatmi, S.Kom",*v1Lm$qNgS,+62 (72) 487 5534,Petugas Loket
PTG01107,dr. Raisa Kuswoyo,$6Mp@yJiQK,+62-053-867-4600,Petugas Loket
PTG01108,Luwes Mardhiyah,!qNraukt!1,(0820) 099 3825,Admin
PTG01109,Zamira Kuswandari,&yYslPDso9,+62 (0753) 924 2377,Petugas Loket
PTG01110,"Dr. Padma Simanjuntak, S.Psi",LY5UtD&R%#,(013) 094-4046,Admin
PTG01111,Jarwa Pranowo,&3WC%@Poxt,(0889) 766 5124,Kasir
PTG01112,"Agus Suryatmi, S.Kom",%MEcP&_^2w,+62 (486) 355 7307,Supervisor
PTG01113,Wani Rajata,@1QBtQmKSN,+62 (27) 336-3473,Admin
PTG01114,Cornelia Hutagalung,%+6X5CNvG$,+62 (66) 206 3246,Supervisor
PTG01115,Yoga Saptono,FN@U52Pw^7,0840849455,Supervisor
PTG01116,Irsad Wulandari,!ao5oGv9*Q,+62-818-279-5475,Petugas Loket
PTG01117,Belinda Kuswandari,&!yGN&t*w9,+62 (80) 484 5833,Petugas Loket
PTG01118,"Ir. Kamila Mandasari, S.Sos",)BO%5liLZ3,+62-474-272-0115,Admin
PTG01119,Heru Hutasoit,Vb1zRAg&!W,(073) 853-3137,Admin
PTG01120,Ellis Marpaung,W53!AgDu&z,+62-62-451-4806,Petugas Loket
PTG01121,R.M. Yono Wahyuni,9^)55W4eQE,+62 (0009) 647-4341,Supervisor
PTG01122,Carla Pratama,i*qoC7Geh*,+62-876-250-7061,Kasir
PTG01123,"Sutan Rafi Wijayanti, M.M.",HXw(4F4oJK,+62-639-429-1066,Kasir
PTG01124,"Drs. Laksana Yuliarti, S.Ked",_$Tietxtx0,(0231) 166 2716,Petugas Loket
PTG01125,Teguh Pratiwi,)_8I1Qmenz,+62-050-285-8774,Petugas Loket
PTG01126,KH. Viktor Saefullah,XdKA0Sds&1,+62-213-874-9306,Admin
PTG01127,"Tgk. Gaman Rahmawati, S.E.",(Jm2Yzwk@l,0837176471,Admin
PTG01128,Azalea Simbolon,L37z&7Dtsv,(0985) 162 5831,Supervisor
PTG01129,Nrima Hassanah,#1FP_$Tu+4,0815571600,Admin
PTG01130,"Dr. Calista Setiawan, M.M.",)L^MuFjW5c,+62-025-096-3917,Petugas Loket
PTG01131,"dr. Tami Simanjuntak, S.I.Kom",#Y8F4!BpuS,(015) 115-2075,Petugas Loket
PTG01132,Dt. Rahmat Waskita,B&o5I8@efq,+62 (876) 459 4852,Kasir
PTG01133,Yunita Rahimah,@@U4OJrwrY,+62 (855) 102 8898,Supervisor
PTG01134,"Darmanto Mandasari, S.E.",*0m05Pga(N,+62 (023) 103-1900,Admin
PTG01135,Muhammad Wasita,Z8mCGw(@%m,+62 (0933) 301 9525,Petugas Loket
PTG01136,"Dt. Jais Putra, S.Farm",L3G2Klmw&G,+62 (0093) 835-2230,Supervisor
PTG01137,Niyaga Mandasari,gauSZHri@2,+62-47-928-1252,Admin
PTG01138,Prayoga Dabukke,+fuEABDzS9,+62 (0116) 050 6199,Petugas Loket
PTG01139,Estiono Kusumo,MH4TZ8Xy^(,+62-0229-299-3012,Supervisor
PTG01140,"R.A. Tina Rahmawati, M.M.",X!64ZheXFc,+62 (000) 802-9999,Petugas Loket
PTG01141,Elvina Suryono,s9pWVa&I*4,+62-038-303-0847,Supervisor
PTG01142,Cakrabuana Januar,Z&I6Jz1+sT,(0545) 370-0372,Admin
PTG01143,"Salman Nugroho, M.M.",^5HoUiyc6Z,(003) 962-1021,Supervisor
PTG01144,"Ir. Sakura Dongoran, S.Gz",!1DZ_jUy(),+62 (289) 908-6784,Kasir
PTG01145,Jamil Pradana,#3B44MMw^i,+62 (874) 857-4625,Admin
PTG01146,"drg. Nalar Permata, M.Farm",(ij7NUQz)!,+62-091-121-8143,Kasir
PTG01147,"Ivan Yuniar, M.Kom.",Ce0vs4%y#9,0812528760,Supervisor
PTG01148,T. Taswir Haryanti,Vc62HHJe#4,+62 (37) 666 1430,Admin
PTG01149,Hamzah Kusmawati,ev8wuC_w!v,+62 (0081) 072-0960,Petugas Loket
PTG01150,Lili Utami,aR_Rz8ok&8,+62 (38) 382 0368,Kasir
PTG01151,"dr. Fathonah Wastuti, M.Kom.",oJP31TPa2),085 593 2010,Kasir
PTG01152,Satya Hutagalung,&RJenkbmr4,0841165659,Petugas Loket
PTG01153,Dr. Karsa Wahyuni,#Kf&T%1i_0,(0413) 565 3114,Petugas Loket
PTG01154,"Tgk. Nadine Hassanah, M.M.",3!8A6rg^Ao,(028) 685-0955,Kasir
PTG01155,Najwa Wijayanti,iPR@4D$hyE,(069) 108 4711,Kasir
PTG01156,Belinda Hastuti,1$16Bw%Q%0,(010) 448 3970,Petugas Loket
PTG01157,"Bella Safitri, S.Kom",#cO9maK*12,0834281464,Kasir
PTG01158,Catur Yuliarti,#IcpBE+m1r,+62 (125) 199-1444,Admin
PTG01159,"Utama Zulkarnain, M.Ak",8gvGgLKt$+,+62 (18) 125 4549,Kasir
PTG01160,"Ratih Waluyo, S.IP",%EZrIq6Ik0,(095) 887 9972,Supervisor
PTG01161,Ega Maulana,$9b$G#2trV,088 868 1410,Supervisor
PTG01162,Dr. Karja Andriani,V76Ebz_g(h,+62 (825) 761-0588,Kasir
PTG01163,Setya Hidayanto,ezoe6PI1b$,+62 (015) 027-1148,Kasir
PTG01164,Kartika Haryanto,k$1JU^z2!&,0880173493,Admin
PTG01165,R.M. Saadat Haryanti,$DwHt_pBf8,(052) 677-7532,Admin
PTG01166,Nugraha Padmasari,U(2(X+MmB#,083 488 4990,Kasir
PTG01167,"Kadir Saptono, S.E.I",b1cANF1e#4,+62 (028) 921-3958,Admin
PTG01168,Gadang Nasyiah,+75S_TzS%w,+62 (003) 054-1774,Petugas Loket
PTG01169,Aswani Usada,7%TGMIEf%+,(083) 018 1974,Kasir
PTG01170,"Ir. Cakrabirawa Saputra, S.Psi",7dLXq#sj$S,(0596) 709 6789,Admin
PTG01171,Salwa Purnawati,0I8k1Ygt+J,+62 (13) 145-7314,Petugas Loket
PTG01172,Cut Vanesa Natsir,%7B7GReCSh,+62-655-783-7531,Supervisor
PTG01173,"Cut Mila Januar, S.Psi",$2LeZNJH@v,+62-087-201-1831,Petugas Loket
PTG01174,Ida Januar,#3NvlGYX0_,+62-54-795-3796,Petugas Loket
PTG01175,Febi Safitri,Y@%g488yrJ,(051) 203 8725,Admin
PTG01176,"R. Puji Wacana, S.Psi",$P5(ZW*jk+,(0139) 655 4887,Kasir
PTG01177,Intan Maryati,2a6LYfKi@m,(038) 149-1125,Petugas Loket
PTG01178,Clara Hasanah,S_94NSIDxj,+62 (027) 923 7505,Petugas Loket
PTG01179,Tgk. Eja Iswahyudi,2A4HCdp9@z,(0266) 556 9480,Admin
PTG01180,"Ir. Nasim Ramadan, S.E.I",%9#5%EQssW,+62 (78) 549 9264,Petugas Loket
PTG01181,"Iriana Maulana, S.E.",^D@6#VbeE#,0838475943,Petugas Loket
PTG01182,Anggabaya Firmansyah,$%yF+lYd09,+62 (870) 729 0087,Supervisor
PTG01183,Drs. Samiah Uwais,s*3LakX2U(,(0491) 357-2949,Petugas Loket
PTG01184,Eva Wahyuni,^!&N0Xbrtu,+62 (16) 262 8097,Petugas Loket
PTG01185,Drs. Ihsan Prastuti,WgRSIcB0&3,+62-08-591-2093,Admin
PTG01186,dr. Cinthia Sitorus,g_9E@ed%yw,+62 (013) 590 7018,Supervisor
PTG01187,"dr. Ozy Habibi, M.TI.",zJ1%7zQh$J,+62 (059) 995-6702,Petugas Loket
PTG01188,"Empluk Nasyiah, S.E.I",^3!IUm$t_P,+62 (0657) 683-0947,Kasir
PTG01189,"Jasmani Lestari, S.Psi",@vgEAnZqF5,+62 (83) 937-3345,Petugas Loket
PTG01190,dr. Laras Hassanah,(z03tSy$12,(0320) 778-8396,Admin
PTG01191,"drg. Irnanto Simbolon, M.Ak",EIrT8cf^Z*,087 805 8346,Petugas Loket
PTG01192,R. Rini Prastuti,IgJB)#ih+0,080 251 2960,Petugas Loket
PTG01193,Dimas Marbun,%6PmNWEAHj,(0439) 550 0715,Petugas Loket
PTG01194,Violet Padmasari,__I6O$neWd,+62 (051) 664-4622,Kasir
PTG01195,Dewi Yolanda,)&8SzRa)(y,+62 (175) 147-6077,Admin
PTG01196,Kuncara Maheswara,LR9+N@Am$x,+62 (89) 352-2591,Petugas Loket
PTG01197,Arta Wacana,*49gJq1K+w,082 616 7590,Petugas Loket
PTG01198,Taufik Maryadi,vc+82AXxB3,(0981) 701-9164,Petugas Loket
PTG01199,"Tgk. Anastasia Pertiwi, S.H.",G@6JBTDp(3,086 759 6804,Petugas Loket
PTG01200,"KH. Daliono Namaga, S.Gz",%1BUCyMwqP,+62-013-389-7904,Petugas Loket
PTG01201,"Kuncara Saputra, S.Psi",J@D9D5mu*4,+62 (049) 283-5582,Admin
